Sim_index	S	omega_T	omega_P	sigma_e	disp_shape	disp_scale	seed	divergence_factor	max_species	max_coex_sp	start_species	init_ab	grid_cell_distance	finished	final_timestep	initial_nb_species	final_nb_species	sp_events	ex_events	exchanged	prop_col_area	abs_col_area	div_col	dist_to_isthmus
Simulation_64	1.039	0.244	0.161	0.122	1.025	0.882	64	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	4343.26353493817
Simulation_65	2.045	0.541	0.287	0.049	2.279	0.429	65	0.05	12000	1000	1	500	111	1	0	1	190	190	0	1	0.947491248541424	1624	68	1552.92738212813
Simulation_66	2.548	0.096	0.224	0.085	2.907	0.655	66	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	-1	5774.07279539982
Simulation_67	1.542	0.393	0.099	0.013	1.652	0.203	67	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	4461.20599062097
Simulation_68	1.794	0.022	0.255	0.14	2.593	0.316	68	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	-1	5146.60147710975
Simulation_69	2.8	0.318	0.13	0.067	1.338	0.768	69	0.05	12000	1000	1	500	111	1	0	1	2	2	0	1	0.998249708284714	1711	2	4544.12625466126
Simulation_70	2.297	0.17	0.067	0.104	0.711	0.542	70	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	3355.37910950514
Simulation_71	1.291	0.467	0.193	0.031	1.966	0.995	71	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	5021.62989312868
Simulation_72	1.417	0.133	0.083	0.076	2.123	0.938	72	0.05	12000	1000	1	500	111	1	0	1	9	9	0	0	-1	-1	-1	6210.01819025489
Simulation_73	2.422	0.43	0.208	0.149	0.868	0.485	73	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	6222.85983583167
Simulation_74	2.925	0.281	0.271	0.04	1.495	0.712	74	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	-1	5400.59266823569
Simulation_75	1.919	0.578	0.146	0.113	2.75	0.259	75	0.05	12000	1000	1	500	111	1	0	1	1	1	0	1	0.900233372228705	1543	1	2718.11603648608
Simulation_76	1.668	0.207	0.177	0.058	1.181	0.146	76	0.05	12000	1000	1	500	111	1	0	1	14	14	0	0	-1	-1	-1	5659.62273670683
Simulation_77	2.674	0.504	0.051	0.131	2.436	0.599	77	0.05	12000	1000	1	500	111	1	0	1	173	173	0	1	1	1714	19	7245.38389768401
Simulation_78	2.171	0.059	0.114	0.022	1.809	0.372	78	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	-1	4496.46340634304
Simulation_79	1.165	0.355	0.24	0.095	0.554	0.825	79	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	3736.12202502515
Simulation_80	1.228	0.077	0.216	0.099	1.73	0.57	80	0.05	12000	1000	1	500	111	0	20	1	2659	2717	58	1	0.743290548424737	1274	8	8874.54741412224
Simulation_81	2.234	0.374	0.091	0.026	2.985	0.118	81	0.05	12000	1000	1	500	111	1	0	1	1	1	0	1	0.900233372228705	1543	1	2964.25159539152
Simulation_82	2.737	0.226	0.153	0.136	2.358	0.797	82	0.05	12000	1000	1	500	111	1	0	1	3	3	0	0	-1	-1	-1	5417.64996224675
Simulation_83	1.731	0.522	0.279	0.063	1.103	0.344	83	0.05	12000	1000	1	500	111	1	0	1	261	261	0	1	1	1714	33	6538.9493587497
Simulation_84	1.982	0.3	0.059	0.081	2.044	0.457	84	0.05	12000	1000	1	500	111	1	0	1	184	184	0	1	0.990665110851809	1698	35	4637.2799523033
Simulation_85	2.988	0.597	0.185	0.008	0.789	0.91	85	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	3513.41688064546
Simulation_86	2.485	0.151	0.248	0.117	1.417	0.231	86	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	-1	7117.28775638417
Simulation_87	1.479	0.448	0.122	0.045	2.672	0.683	87	0.05	12000	1000	1	500	111	1	0	1	703	703	0	1	1	1714	11	4846.73339549903
Simulation_88	1.354	0.189	0.295	0.017	2.828	0.74	88	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	-1	6001.45683811936
Simulation_89	2.36	0.485	0.169	0.09	1.574	0.287	89	0.05	12000	1000	1	500	111	1	0	1	458	458	0	0	-1	-1	-1	7066.68899513276
Simulation_90	2.862	0.04	0.106	0.054	0.946	0.966	90	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	7815.80419642317
Simulation_91	1.857	0.337	0.232	0.126	2.201	0.514	91	0.05	12000	1000	1	500	111	1	0	1	536	536	0	1	1	1714	15	5158.60282998832
Simulation_92	1.605	0.114	0.138	0.035	0.632	0.401	92	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	-1	6630.44531562031
Simulation_93	2.611	0.411	0.263	0.108	1.887	0.853	93	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	6978.42618697144
Simulation_94	2.108	0.263	0.2	0.072	2.515	0.174	94	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	7956.32050720664
Simulation_95	1.102	0.559	0.075	0.145	1.26	0.627	95	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	2847.63535476018
Simulation_96	1.071	0.087	0.283	0.056	1.77	0.528	96	0.05	12000	1000	1	500	111	0	53	1	2941	2993	52	1	0.876896149358226	1503	23	7873.33834202816
Simulation_97	2.077	0.383	0.157	0.129	0.515	0.981	97	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	7622.21585458465
Simulation_98	2.58	0.235	0.095	0.02	1.142	0.302	98	0.05	12000	1000	1	500	111	1	0	1	102	102	0	0	-1	-1	-1	7793.60998526048
Simulation_99	1.574	0.532	0.22	0.092	2.397	0.754	99	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	3785.28495538238
Simulation_100	1.825	0.161	0.126	0.074	1.456	0.641	100	0.05	12000	1000	1	500	111	1	0	1	37	37	0	1	0.541423570595099	928	2	1967.30635587282
Simulation_101	2.831	0.457	0.251	0.147	2.711	0.188	101	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	4756.0464663043
Simulation_102	2.328	0.012	0.189	0.038	2.083	0.867	102	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	-1	6962.72181872771
Simulation_103	1.322	0.309	0.063	0.11	0.828	0.415	103	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	7902.24037808589
Simulation_104	1.448	0.272	0.236	0.138	0.672	0.358	104	0.05	12000	1000	1	500	111	1	0	1	3	3	0	1	0.334889148191365	574	1	6579.08196400559
Simulation_105	2.454	0.569	0.11	0.065	1.926	0.811	105	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	6503.04896795003
Simulation_106	2.957	0.124	0.173	0.101	2.554	0.132	106	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	6118.05213104948
Simulation_107	1.951	0.42	0.299	0.029	1.299	0.584	107	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	7531.68063626258
Simulation_108	1.699	0.049	0.079	0.12	2.868	0.698	108	0.05	12000	1000	1	500	111	0	6	1	2351	2399	48	1	0.710618436406068	1218	74	5446.50203771985
Simulation_109	2.705	0.346	0.204	0.047	1.613	0.245	109	0.05	12000	1000	1	500	111	1	0	1	5	5	0	1	0.90781796966161	1556	3	3209.58452967885
Simulation_110	2.202	0.198	0.267	0.083	0.985	0.924	110	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	6309.86081399374
Simulation_111	1.196	0.495	0.142	0.01	2.24	0.471	111	0.05	12000	1000	1	500	111	0	108	1	4424	4424	0	1	0.920070011668611	1577	5	5637.75734313355
Simulation_112	1.134	0.216	0.102	0.033	2.475	0.217	112	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	8476.45809857228
Simulation_113	2.139	0.513	0.228	0.106	1.221	0.669	113	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	5624.88703206687
Simulation_114	2.642	0.068	0.291	0.07	0.593	0.443	114	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	7804.64174383532
Simulation_115	1.637	0.365	0.165	0.142	1.848	0.896	115	0.05	12000	1000	1	500	111	1	0	1	3	3	0	0	-1	-1	-1	5124.00766474821
Simulation_116	1.888	0.142	0.197	0.015	0.907	0.783	116	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	-1	5698.55399651832
Simulation_117	2.894	0.439	0.071	0.088	2.162	0.33	117	0.05	12000	1000	1	500	111	1	0	1	3	3	0	0	-1	-1	-1	4637.2799523033
Simulation_118	2.391	0.291	0.134	0.051	2.789	0.556	118	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	-1	5614.36213515407
Simulation_119	1.385	0.587	0.259	0.124	1.534	0.104	119	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	4637.2799523033
Simulation_120	1.259	0.031	0.15	0.079	1.377	0.16	120	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	-1	5451.96140976076
Simulation_121	2.265	0.328	0.275	0.006	2.632	0.613	121	0.05	12000	1000	1	500	111	1	0	1	124	124	0	1	1	1714	10	3161.51358023528
Simulation_122	2.768	0.179	0.212	0.115	2.005	0.386	122	0.05	12000	1000	1	500	111	1	0	1	487	487	0	0	-1	-1	-1	7527.53850861724
Simulation_123	1.762	0.476	0.087	0.042	0.75	0.839	123	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	7313.51779685732
Simulation_124	1.511	0.253	0.244	0.097	2.319	0.952	124	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	4972.84699010762
Simulation_125	2.517	0.55	0.118	0.024	1.064	0.5	125	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	4397.4732269091
Simulation_126	2.014	0.105	0.055	0.133	1.691	0.726	126	0.05	12000	1000	1	500	111	1	0	1	53	53	0	1	0.91365227537923	1566	6	5385.34045604151
Simulation_127	1.008	0.402	0.181	0.06	2.946	0.273	127	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	7158.27251245441
Simulation_128	1.016	0.205	0.247	0.142	1.662	0.475	128	0.05	12000	1000	1	500	111	0	137	1	3318	3334	16	1	0.73220536756126	1255	20	7380.66271480938
Simulation_129	2.022	0.501	0.121	0.069	2.917	0.928	129	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	7122.03687692253
Simulation_130	2.525	0.056	0.058	0.105	2.289	0.249	130	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	-1	4541.80020140912
Simulation_131	1.519	0.353	0.184	0.033	1.034	0.701	131	0.05	12000	1000	1	500	111	1	0	1	2	2	0	0	-1	-1	-1	4786.46681246907
Simulation_132	1.77	0.131	0.152	0.124	1.975	0.588	132	0.05	12000	1000	1	500	111	1	0	1	385	387	2	1	0.988914819136523	1695	16	3937.49729514153
Simulation_133	2.776	0.427	0.278	0.051	0.721	0.135	133	0.05	12000	1000	1	500	111	1	0	1	132	132	0	1	1	1714	9	6128.69669800444
Simulation_134	2.273	0.279	0.215	0.087	1.348	0.814	134	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	4891.43499578229
Simulation_135	1.267	0.576	0.09	0.014	2.603	0.362	135	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	5828.73024814921
Simulation_136	1.393	0.019	0.2	0.042	2.76	0.418	136	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	-1	6575.47717963933
Simulation_137	2.399	0.316	0.074	0.114	1.505	0.871	137	0.05	12000	1000	1	500	111	1	0	1	2	2	0	1	0.70536756126021	1209	1	3769.80734216704
Simulation_138	2.902	0.168	0.137	0.005	0.877	0.192	138	0.05	12000	1000	1	500	111	1	0	1	108	108	0	1	0.301050175029172	516	2	5784.29877165774
Simulation_139	1.896	0.464	0.262	0.078	2.132	0.645	139	0.05	12000	1000	1	500	111	1	0	1	26	26	0	1	0.838389731621937	1437	8	2877.88095398614
Simulation_140	1.644	0.242	0.105	0.06	0.564	0.758	140	0.05	12000	1000	1	500	111	1	0	1	1	1	0	1	0.918903150525088	1575	1	6839.29330770343
Simulation_141	2.65	0.539	0.231	0.133	1.819	0.305	141	0.05	12000	1000	1	500	111	1	0	1	54	54	0	0	-1	-1	-1	5618.18897241757
Simulation_142	2.147	0.093	0.294	0.023	2.446	0.984	142	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	-1	5413.49327467193
Simulation_143	1.141	0.39	0.168	0.096	1.191	0.531	143	0.05	12000	1000	1	500	111	1	0	1	3	3	0	1	1	1714	2	6176.02943616597
Simulation_144	1.204	0.112	0.066	0.092	1.113	0.277	144	0.05	12000	1000	1	500	111	0	7	1	4920	4932	12	1	1	1714	422	5063.32173406938
Simulation_145	2.21	0.409	0.192	0.019	2.368	0.729	145	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	6263.41192486067
Simulation_146	2.713	0.26	0.254	0.128	2.995	0.503	146	0.05	12000	1000	1	500	111	1	0	1	572	572	0	0	-1	-1	-1	7869.70678231256
Simulation_147	1.707	0.557	0.129	0.055	1.74	0.956	147	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	8914.7756775743
Simulation_148	1.959	0.186	0.223	0.11	2.681	0.843	148	0.05	12000	1000	1	500	111	1	0	1	7	7	0	1	0.644690781796966	1105	1	2695.53407604859
Simulation_149	2.965	0.483	0.098	0.037	1.426	0.39	149	0.05	12000	1000	1	500	111	1	0	1	55	55	0	1	1	1714	7	7939.2459279877
Simulation_150	2.462	0.038	0.16	0.146	0.799	0.616	150	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	-1	4525.92427242802
Simulation_151	1.456	0.335	0.286	0.074	2.054	0.164	151	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	6630.54046851625
Simulation_152	1.33	0.297	0.113	0.028	2.211	0.107	152	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	5566.33120380901
Simulation_153	2.336	0.594	0.239	0.101	0.956	0.56	153	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	4454.74171112534
Simulation_154	2.839	0.149	0.176	0.064	1.583	0.333	154	0.05	12000	1000	1	500	111	1	0	1	106	106	0	1	0.991831971995333	1700	102	1593.8517988332
Simulation_155	1.833	0.446	0.05	0.137	2.838	0.786	155	0.05	12000	1000	1	500	111	1	0	1	2	2	0	0	-1	-1	-1	6715.46636153806
Simulation_156	1.582	0.075	0.27	0.01	1.27	0.899	156	0.05	12000	1000	1	500	111	1	0	1	25	25	0	1	0.868728121353559	1489	15	3794.67515115126
Simulation_157	2.587	0.372	0.145	0.083	2.525	0.447	157	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	-1	6222.85983583167
Simulation_158	2.084	0.223	0.082	0.046	1.897	0.673	158	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	-1	4945.25139713016
Simulation_159	1.079	0.52	0.207	0.119	0.642	0.22	159	0.05	12000	1000	1	500	111	1	0	1	2	2	0	0	-1	-1	-1	3937.76170486617
Simulation_160	1.11	0.047	0.133	0.062	2.407	0.828	160	0.05	12000	1000	1	500	111	1	0	1	1416	1429	13	1	0.650525087514586	1115	21	4014.17295839317
Simulation_161	2.116	0.344	0.258	0.135	1.152	0.376	161	0.05	12000	1000	1	500	111	1	0	1	26	26	0	1	1	1714	3	4984.49074956686
Simulation_162	2.619	0.195	0.196	0.026	0.525	0.602	162	0.05	12000	1000	1	500	111	1	0	1	4	4	0	1	0.370478413068845	635	3	7490.92794305121
Simulation_163	1.613	0.492	0.07	0.099	1.779	0.15	163	0.05	12000	1000	1	500	111	1	0	1	1	1	0	1	0.900233372228705	1543	1	3453.86674581743
Simulation_164	1.864	0.27	0.29	0.044	0.838	0.263	164	0.05	12000	1000	1	500	111	1	0	1	59	59	0	0	-1	-1	-1	7101.91628080227
Simulation_165	2.87	0.566	0.164	0.117	2.093	0.715	165	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	3736.12202502515
Simulation_166	2.367	0.121	0.101	0.008	2.721	0.489	166	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	-1	5978.70616065683
Simulation_167	1.361	0.418	0.227	0.08	1.466	0.942	167	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	6409.71588185469
Simulation_168	1.487	0.158	0.054	0.126	1.309	0.998	168	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	4859.35789477442
Simulation_169	2.493	0.455	0.18	0.053	2.564	0.546	169	0.05	12000	1000	1	500	111	1	0	1	906	906	0	1	0.971411901983664	1665	14	8328.76576146527
