Sim_index	S	omega_T	omega_P	sigma_e	disp_shape	disp_scale	seed	divergence_factor	max_species	max_coex_sp	start_species	init_ab	grid_cell_distance	finished	final_timestep	initial_nb_species	final_nb_species	sp_events	ex_events	exchanged	prop_col_area	abs_col_area	div_col	dist_to_isthmus
Simulation_56	1.275	0.258	0.069	0.048	1.554	0.818	56	0.05	12000	1000	1	500	111	1	0	1	2	3	1	0	-1	-1	-1	9222.50027731847
Simulation_57	2.281	0.555	0.195	0.121	2.809	0.365	57	0.05	12000	1000	1	500	111	1	0	1	1	1	0	1	0.900233372228705	1543	1	2766.17908302429
Simulation_58	2.784	0.11	0.257	0.012	2.181	0.592	58	0.05	12000	1000	1	500	111	1	0	1	5	5	0	0	-1	-1	-1	4643.76457843378
Simulation_59	1.778	0.406	0.132	0.084	0.926	0.139	59	0.05	12000	1000	1	500	111	1	0	1	1438	1438	0	0	-1	-1	-1	7720.3453729658
Simulation_60	1.527	0.036	0.226	0.066	1.868	0.252	60	0.05	12000	1000	1	500	111	1	0	1	29	29	0	0	-1	-1	-1	3651.6495545647
Simulation_61	2.532	0.332	0.1	0.139	0.613	0.705	61	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	-1	5816.71428506372
Simulation_62	2.029	0.184	0.163	0.03	1.24	0.478	62	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	-1	6595.18789989823
Simulation_63	1.024	0.481	0.289	0.103	2.495	0.931	63	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	8739.84211527411
Simulation_64	1.039	0.244	0.161	0.122	1.025	0.882	64	0.05	12000	1000	1	500	111	1	0	1	1	1	0	1	0.777712952158693	1333	1	4203.95719164802
Simulation_65	2.045	0.541	0.287	0.049	2.279	0.429	65	0.05	12000	1000	1	500	111	1	0	1	180	180	0	1	0.935239206534422	1603	46	1593.8517988332
Simulation_66	2.548	0.096	0.224	0.085	2.907	0.655	66	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	-1	5850.61394091324
Simulation_67	1.542	0.393	0.099	0.013	1.652	0.203	67	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	4496.46340634304
Simulation_68	1.794	0.022	0.255	0.14	2.593	0.316	68	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	-1	4980.041991029
Simulation_69	2.8	0.318	0.13	0.067	1.338	0.768	69	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	4682.92471479189
Simulation_70	2.297	0.17	0.067	0.104	0.711	0.542	70	0.05	12000	1000	1	500	111	1	0	1	1	1	0	1	0.985414235705951	1689	1	3430.6444995479
Simulation_71	1.291	0.467	0.193	0.031	1.966	0.995	71	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	5140.02130145498
Simulation_72	1.417	0.133	0.083	0.076	2.123	0.938	72	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	6171.14704136259
Simulation_73	2.422	0.43	0.208	0.149	0.868	0.485	73	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	-1	6222.85983583167
Simulation_74	2.925	0.281	0.271	0.04	1.495	0.712	74	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	-1	5345.14109312398
Simulation_75	1.919	0.578	0.146	0.113	2.75	0.259	75	0.05	12000	1000	1	500	111	1	0	1	1	1	0	1	0.900233372228705	1543	1	2773.03160875576
Simulation_76	1.668	0.207	0.177	0.058	1.181	0.146	76	0.05	12000	1000	1	500	111	1	0	1	5	5	0	0	-1	-1	-1	5578.96514522013
Simulation_77	2.674	0.504	0.051	0.131	2.436	0.599	77	0.05	12000	1000	1	500	111	1	0	1	187	187	0	1	1	1714	27	7245.38389768401
Simulation_78	2.171	0.059	0.114	0.022	1.809	0.372	78	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	-1	4496.46340634304
Simulation_79	1.165	0.355	0.24	0.095	0.554	0.825	79	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	3593.66769854493
Simulation_80	1.228	0.077	0.216	0.099	1.73	0.57	80	0.05	12000	1000	1	500	111	1	0	1	134	153	19	0	-1	-1	-1	8765.03829186187
Simulation_81	2.234	0.374	0.091	0.026	2.985	0.118	81	0.05	12000	1000	1	500	111	1	0	1	1	1	0	1	0.900233372228705	1543	1	2914.83474279039
Simulation_82	2.737	0.226	0.153	0.136	2.358	0.797	82	0.05	12000	1000	1	500	111	1	0	1	8	8	0	1	0.462077012835473	792	8	5578.96514522013
Simulation_83	1.731	0.522	0.279	0.063	1.103	0.344	83	0.05	12000	1000	1	500	111	1	0	1	295	295	0	1	1	1714	40	6538.9493587497
