Sim_index	S	omega_T	omega_P	sigma_e	disp_shape	disp_scale	seed	divergence_factor	max_species	max_coex_sp	start_species	init_ab	grid_cell_distance	finished	final_timestep	initial_nb_species	final_nb_species	sp_events	ex_events	exchanged	prop_col_area	abs_col_area	div_col	dist_to_isthmus
Simulation_158	2.084	0.043	0.082	0.046	1.897	0.673	158	0.05	12000	1000	1	500	111	1	0	1	354	366	12	1	0.196801566579634	603	52	4543.07987753627
Simulation_159	1.079	0.088	0.207	0.119	0.642	0.22	159	0.05	12000	1000	1	500	111	0	64	1	3452	3611	159	1	1	3013	3317	5712.15568583384
Simulation_160	1.11	0.016	0.133	0.062	2.407	0.828	160	0.05	12000	1000	1	500	111	1	0	1	186	244	58	1	0.00195822454308094	6	1	4614.08428880179
Simulation_161	2.116	0.061	0.258	0.135	1.152	0.376	161	0.05	12000	1000	1	500	111	1	0	1	95	97	2	1	0.326044386422977	999	67	4031.92156443538
Simulation_162	2.619	0.038	0.196	0.026	0.525	0.602	162	0.05	12000	1000	1	500	111	1	0	1	4	4	0	1	0.286227154046997	877	4	3832.53454701709
Simulation_163	1.613	0.084	0.07	0.099	1.779	0.15	163	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	5920.88606979317
Simulation_164	1.864	0.05	0.29	0.044	0.838	0.263	164	0.05	12000	1000	1	500	111	1	0	1	482	511	29	1	0.549934725848564	1685	396	5134.82954411655
Simulation_165	2.87	0.095	0.164	0.117	2.093	0.715	165	0.05	12000	1000	1	500	111	1	0	1	26	28	2	1	0.892950391644909	2736	21	5985.96511203075
Simulation_166	2.367	0.027	0.101	0.008	2.721	0.489	166	0.05	12000	1000	1	500	111	1	0	1	80	82	2	0	-1	-1	-1	3722.39060118763
Simulation_167	1.361	0.072	0.227	0.08	1.466	0.942	167	0.05	12000	1000	1	500	111	1	0	1	328	356	28	1	0.99934725848564	3062	319	4390.8796421587
Simulation_168	1.487	0.033	0.054	0.126	1.309	0.998	168	0.05	12000	1000	1	500	111	1	0	1	124	133	9	1	0.484007832898172	1483	93	7028.76036785929
Simulation_169	2.493	0.078	0.18	0.053	2.564	0.546	169	0.05	12000	1000	1	500	111	1	0	1	31	31	0	0	-1	-1	-1	5935.00673579349
Simulation_170	2.996	0.01	0.243	0.089	1.936	0.772	170	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	-1	4507.53600960354
Simulation_171	1.99	0.055	0.117	0.017	0.681	0.319	171	0.05	12000	1000	1	500	111	1	0	1	63	68	5	1	0.593015665796345	1817	60	4094.64098383138
Simulation_172	1.739	0.021	0.211	0.144	2.25	0.206	172	0.05	12000	1000	1	500	111	1	0	1	15	27	12	0	-1	-1	-1	3888.24767128675
Simulation_173	2.745	0.067	0.086	0.071	0.995	0.659	173	0.05	12000	1000	1	500	111	1	0	1	49	52	3	1	0.843015665796345	2583	49	2937.15095431449
Simulation_174	2.242	0.044	0.149	0.108	1.623	0.432	174	0.05	12000	1000	1	500	111	1	0	1	16	19	3	0	-1	-1	-1	4939.23008882512
Simulation_175	1.236	0.089	0.274	0.035	2.877	0.885	175	0.05	12000	1000	1	500	111	0	13	1	2167	2221	54	1	0.904840302930524	2748	1920	3297.23235690237
Simulation_176	1.173	0.047	0.188	0.012	1.858	0.63	176	0.05	12000	1000	1	500	111	0	123	1	1538	1542	4	1	0.188002680965147	561	289	4566.94198663083
Simulation_177	2.179	0.092	0.062	0.085	0.603	0.178	177	0.05	12000	1000	1	500	111	1	0	1	172	189	17	1	0.995104438642298	3049	161	5646.37011154077
Simulation_178	2.682	0.024	0.125	0.048	1.23	0.857	178	0.05	12000	1000	1	500	111	1	0	1	127	141	14	1	0.359334203655352	1101	120	3265.12834694549
Simulation_179	1.676	0.069	0.25	0.121	2.485	0.404	179	0.05	12000	1000	1	500	111	1	0	1	2	2	0	0	-1	-1	-1	2323.98928602479
Simulation_180	1.927	0.013	0.094	0.03	1.544	0.517	180	0.05	12000	1000	1	500	111	1	0	1	100	117	17	0	-1	-1	-1	2608.38946675082
Simulation_181	2.933	0.058	0.219	0.103	2.799	0.97	181	0.05	12000	1000	1	500	111	1	0	1	16	17	1	1	0.564947780678851	1731	16	4965.68824932942
Simulation_182	2.43	0.035	0.282	0.067	2.172	0.291	182	0.05	12000	1000	1	500	111	1	0	1	10	10	0	0	-1	-1	-1	2270.74022151679
Simulation_183	1.424	0.081	0.156	0.139	0.917	0.744	183	0.05	12000	1000	1	500	111	1	0	1	49	50	1	1	0.95920365535248	2939	48	5088.87975036462
Simulation_184	1.299	0.03	0.266	0.112	0.76	0.687	184	0.05	12000	1000	1	500	111	1	0	1	68	89	21	1	0.772193211488251	2366	67	4707.56109103762
Simulation_185	2.305	0.075	0.141	0.039	2.015	0.234	185	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	3235.89439325258
Simulation_186	2.807	0.052	0.078	0.149	2.642	0.913	186	0.05	12000	1000	1	500	111	1	0	1	29	30	1	1	0.524477806788512	1607	29	2166.78455782771
Simulation_187	1.802	0.098	0.203	0.076	1.387	0.461	187	0.05	12000	1000	1	500	111	1	0	1	85	88	3	1	0.765992167101828	2347	70	6022.21172138534
Simulation_188	1.55	0.041	0.172	0.094	2.956	0.348	188	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	-1	7664.57840117823
Simulation_189	2.556	0.086	0.298	0.021	1.701	0.8	189	0.05	12000	1000	1	500	111	1	0	1	27	28	1	1	0.572127937336815	1753	26	6042.67073511917
Simulation_190	2.053	0.018	0.235	0.13	1.074	0.121	190	0.05	12000	1000	1	500	111	1	0	1	13	17	4	0	-1	-1	-1	4981.95255469103
Simulation_191	1.047	0.064	0.109	0.058	2.328	0.574	191	0.05	12000	1000	1	500	111	0	117	1	1595	1597	2	1	0.155486756105951	452	8	1982.91350078378
Simulation_192	1.031	0.028	0.233	0.041	1.132	0.737	192	0.05	12000	1000	1	500	111	0	52	1	2631	2847	216	1	0.794028849379403	2367	2532	4760.9209654496
Simulation_193	2.037	0.073	0.107	0.113	2.387	0.284	193	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	5746.91007962273
Simulation_194	2.54	0.05	0.17	0.077	1.76	0.963	194	0.05	12000	1000	1	500	111	1	0	1	63	64	1	1	0.684399477806789	2097	53	5566.14137970158
Simulation_195	1.534	0.096	0.296	0.15	0.505	0.51	195	0.05	12000	1000	1	500	111	1	0	1	27	27	0	1	0.900783289817232	2760	25	2588.80868954344
Simulation_196	1.786	0.039	0.076	0.022	2.074	0.397	196	0.05	12000	1000	1	500	111	1	0	1	15	15	0	0	-1	-1	-1	6976.11317320526
Simulation_197	2.792	0.084	0.201	0.095	0.819	0.85	197	0.05	12000	1000	1	500	111	1	0	1	6	6	0	1	0.6677545691906	2046	6	2584.51635786864
Simulation_198	2.289	0.016	0.264	0.059	1.446	0.171	198	0.05	12000	1000	1	500	111	1	0	1	6	8	2	0	-1	-1	-1	5450.43777042418
Simulation_199	1.283	0.062	0.139	0.132	2.701	0.623	199	0.05	12000	1000	1	500	111	0	65	1	1450	1460	10	1	0.0381016042780749	114	8	3203.27455796695
Simulation_200	1.409	0.045	0.28	0.086	2.544	0.567	200	0.05	12000	1000	1	500	111	1	0	1	187	195	8	0	-1	-1	-1	4038.82455357554
Simulation_201	2.415	0.09	0.154	0.013	1.289	0.114	201	0.05	12000	1000	1	500	111	1	0	1	3	3	0	0	-1	-1	-1	6086.85946986692
Simulation_202	2.917	0.022	0.092	0.122	0.662	0.793	202	0.05	12000	1000	1	500	111	1	0	1	2	5	3	1	0.158289817232376	485	2	4603.6325345474
Simulation_203	1.912	0.067	0.217	0.05	1.917	0.34	203	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	5727.86900941402
Simulation_204	1.66	0.011	0.123	0.104	0.975	0.454	204	0.05	12000	1000	1	500	111	1	0	1	10	17	7	0	-1	-1	-1	5818.63564447419
Simulation_205	2.666	0.056	0.249	0.031	2.23	0.906	205	0.05	12000	1000	1	500	111	1	0	1	40	46	6	1	0.546671018276762	1675	40	5286.46453572323
Simulation_206	2.163	0.033	0.186	0.141	2.858	0.227	206	0.05	12000	1000	1	500	111	1	0	1	10	12	2	0	-1	-1	-1	4996.45378239457
Simulation_207	1.157	0.079	0.06	0.068	1.603	0.68	207	0.05	12000	1000	1	500	111	0	24	1	2719	2862	143	1	0.997992639678822	2983	2577	1583.99918712065
Simulation_208	1.22	0.036	0.147	0.054	0.583	0.935	208	0.05	12000	1000	1	500	111	1	0	1	8	8	0	1	0.278394255874674	853	8	4552.87208813788
Simulation_209	2.226	0.081	0.272	0.127	1.838	0.482	209	0.05	12000	1000	1	500	111	1	0	1	488	488	0	1	0.0959530026109661	294	35	3008.20212680416
Simulation_210	2.729	0.014	0.209	0.018	2.466	0.708	210	0.05	12000	1000	1	500	111	1	0	1	17	18	1	0	-1	-1	-1	5299.8298442958
Simulation_211	1.723	0.059	0.084	0.091	1.211	0.256	211	0.05	12000	1000	1	500	111	1	0	1	653	656	3	1	0.0884464751958225	271	4	3867.52723323398
Simulation_212	1.974	0.025	0.241	0.072	2.779	0.142	212	0.05	12000	1000	1	500	111	1	0	1	29	30	1	0	-1	-1	-1	1582.77777443937
Simulation_213	2.98	0.07	0.115	0.145	1.525	0.595	213	0.05	12000	1000	1	500	111	1	0	1	17	20	3	1	0.64686684073107	1982	17	3502.04013378852
Simulation_214	2.477	0.047	0.052	0.036	0.897	0.369	214	0.05	12000	1000	1	500	111	1	0	1	71	77	6	1	0.537532637075718	1647	70	4031.92156443538
Simulation_215	1.472	0.093	0.178	0.109	2.152	0.821	215	0.05	12000	1000	1	500	111	1	0	1	1018	1081	63	1	0.998694516971279	3060	980	2841.82034902015
Simulation_216	1.346	0.019	0.1	0.136	1.995	0.878	216	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	-1	6312.12512423304
Simulation_217	2.352	0.064	0.225	0.063	0.74	0.425	217	0.05	12000	1000	1	500	111	1	0	1	42	48	6	1	0.737924281984334	2261	42	4215.55333403286
Simulation_218	2.855	0.042	0.288	0.1	1.368	0.652	218	0.05	12000	1000	1	500	111	1	0	1	33	37	4	1	0.462140992167102	1416	33	6275.79405199464
Simulation_219	1.849	0.087	0.162	0.027	2.623	0.199	219	0.05	12000	1000	1	500	111	1	0	1	2	2	0	0	-1	-1	-1	5332.47416274282
Simulation_220	1.597	0.053	0.194	0.118	1.681	0.312	220	0.05	12000	1000	1	500	111	1	0	1	5	5	0	0	-1	-1	-1	3008.20212680416
Simulation_221	2.603	0.098	0.068	0.045	2.936	0.765	221	0.05	12000	1000	1	500	111	1	0	1	4	4	0	1	0.152088772845953	466	2	5057.0741833263
Simulation_222	2.1	0.031	0.131	0.081	2.309	0.539	222	0.05	12000	1000	1	500	111	1	0	1	115	124	9	1	0.0186031331592689	57	1	4650.78181094294
Simulation_223	1.094	0.076	0.256	0.009	1.054	0.991	223	0.05	12000	1000	1	500	111	1	0	1	1045	1070	25	1	0.605417754569191	1855	1021	4753.31967383707
Simulation_224	1.063	0.052	0.088	0.102	2.897	0.157	224	0.05	12000	1000	1	500	111	1	0	1	57	57	0	0	-1	-1	-1	4963.8324809925
Simulation_225	2.069	0.097	0.213	0.029	1.642	0.609	225	0.05	12000	1000	1	500	111	1	0	1	900	915	15	1	0.75097911227154	2301	530	6531.63987457686
Simulation_226	2.572	0.029	0.276	0.138	1.015	0.383	226	0.05	12000	1000	1	500	111	1	0	1	184	203	19	1	0.0731070496083551	224	25	6360.68544436972
Simulation_227	1.566	0.074	0.15	0.066	2.27	0.836	227	0.05	12000	1000	1	500	111	1	0	1	171	184	13	1	0.858355091383812	2630	163	4762.91233403309
Simulation_228	1.817	0.018	0.182	0.084	0.701	0.949	228	0.05	12000	1000	1	500	111	1	0	1	10	11	1	1	0.257832898172324	790	10	5638.56959139088
Simulation_229	2.823	0.063	0.056	0.011	1.956	0.496	229	0.05	12000	1000	1	500	111	1	0	1	60	60	0	1	0.0296997389033943	91	4	3814.12278328125
Simulation_230	2.32	0.04	0.119	0.12	2.583	0.722	230	0.05	12000	1000	1	500	111	1	0	1	20	20	0	1	0.0691906005221932	212	3	2180.35762202593
Simulation_231	1.314	0.086	0.245	0.047	1.328	0.27	231	0.05	12000	1000	1	500	111	0	90	1	1935	1951	16	1	0.0389302640487475	115	6	5642.07906515699
Simulation_232	1.44	0.023	0.166	0.02	1.485	0.213	232	0.05	12000	1000	1	500	111	1	0	1	629	673	44	0	-1	-1	-1	5516.63240121514
Simulation_233	2.446	0.069	0.292	0.093	2.74	0.666	233	0.05	12000	1000	1	500	111	1	0	1	16	16	0	0	-1	-1	-1	5515.05142015435
Simulation_234	2.949	0.046	0.229	0.056	2.113	0.439	234	0.05	12000	1000	1	500	111	1	0	1	2	2	0	0	-1	-1	-1	3788.93891430325
Simulation_235	1.943	0.091	0.103	0.129	0.858	0.892	235	0.05	12000	1000	1	500	111	1	0	1	11	11	0	1	0.686031331592689	2102	11	5605.30135397968
Simulation_236	1.692	0.035	0.26	0.038	1.799	0.779	236	0.05	12000	1000	1	500	111	1	0	1	700	723	23	1	0.264360313315927	810	503	5088.62653120344
Simulation_237	2.697	0.08	0.135	0.111	0.544	0.326	237	0.05	12000	1000	1	500	111	1	0	1	11	12	1	1	0.658942558746736	2019	11	5551.45616957143
Simulation_238	2.194	0.012	0.072	0.075	1.172	0.553	238	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	-1	Inf
Simulation_239	1.189	0.057	0.198	0.147	2.426	0.1	239	0.05	12000	1000	1	500	111	1	0	1	22	22	0	0	-1	-1	-1	2588.80868954344
Simulation_240	1.126	0.015	0.3	0.116	2.348	0.355	240	0.05	12000	1000	1	500	111	1	0	1	74	102	28	0	-1	-1	-1	4523.73624216299
Simulation_241	2.132	0.06	0.174	0.043	1.093	0.807	241	0.05	12000	1000	1	500	111	1	0	1	48	54	6	1	0.752937336814621	2307	48	6435.10233972296
Simulation_242	2.635	0.038	0.111	0.079	1.721	0.128	242	0.05	12000	1000	1	500	111	1	0	1	10	10	0	0	-1	-1	-1	7355.80936000505
Simulation_243	1.629	0.083	0.237	0.006	2.975	0.581	243	0.05	12000	1000	1	500	111	1	0	1	118	118	0	0	-1	-1	-1	5814.29818756769
Simulation_244	1.88	0.049	0.143	0.134	1.407	0.694	244	0.05	12000	1000	1	500	111	1	0	1	847	868	21	1	0.799281984334204	2449	445	6225.97813908835
Simulation_245	2.886	0.094	0.268	0.061	2.662	0.241	245	0.05	12000	1000	1	500	111	1	0	1	72	72	0	0	-1	-1	-1	3778.04025244747
Simulation_246	2.383	0.026	0.205	0.097	2.034	0.92	246	0.05	12000	1000	1	500	111	1	0	1	57	61	4	1	0.0169712793733681	52	2	4476.1991935319
Simulation_247	1.377	0.072	0.08	0.025	0.779	0.468	247	0.05	12000	1000	1	500	111	1	0	1	549	593	44	1	0.865861618798956	2653	528	2251.16979418556
Simulation_248	1.251	0.043	0.221	0.07	0.936	0.524	248	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	-1	Inf
Simulation_249	2.257	0.089	0.096	0.143	2.191	0.977	249	0.05	12000	1000	1	500	111	1	0	1	34	35	1	1	0.984986945169713	3018	34	4152.97610985182
Simulation_250	2.76	0.021	0.158	0.034	2.819	0.298	250	0.05	12000	1000	1	500	111	1	0	1	6	6	0	0	-1	-1	-1	5320.80844541425
Simulation_251	1.754	0.066	0.284	0.106	1.564	0.751	251	0.05	12000	1000	1	500	111	1	0	1	183	196	13	1	0.970300261096606	2973	181	3842.79128700622
Simulation_252	1.503	0.032	0.064	0.052	2.505	0.638	252	0.05	12000	1000	1	500	111	0	118	1	2414	2529	115	1	0.00807265388496468	24	2	5566.14137970158
Simulation_253	2.509	0.077	0.19	0.125	1.25	0.185	253	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	5990.75524357421
Simulation_254	2.006	0.055	0.252	0.016	0.623	0.864	254	0.05	12000	1000	1	500	111	1	0	1	9	9	0	1	0.391971279373368	1201	9	3814.12278328125
Simulation_255	1	0.1	0.127	0.088	1.877	0.411	255	0.05	12000	1000	1	500	111	0	93	1	1371	1371	0	1	0.01506456241033	42	2	2778.53750155248
Simulation_256	1.004	0.055	0.214	0.046	2.588	0.979	256	0.05	12000	1000	1	500	111	0	70	1	1893	1926	33	1	0.954061251664447	2866	1825	2094.10860196127
Simulation_257	2.01	0.1	0.088	0.119	1.333	0.526	257	0.05	12000	1000	1	500	111	1	0	1	398	407	9	1	0.995430809399478	3050	369	3822.65975630375
Simulation_258	2.513	0.032	0.151	0.01	0.706	0.752	258	0.05	12000	1000	1	500	111	1	0	1	7	7	0	1	0.218994778067885	671	7	4600.73550994678
Simulation_259	1.507	0.077	0.276	0.082	1.961	0.3	259	0.05	12000	1000	1	500	111	1	0	1	3	3	0	0	-1	-1	-1	2604.17067059993
Simulation_260	1.758	0.021	0.057	0.064	1.02	0.187	260	0.05	12000	1000	1	500	111	1	0	1	21	24	3	0	-1	-1	-1	6004.65154471746
Simulation_261	2.764	0.066	0.182	0.137	2.275	0.639	261	0.05	12000	1000	1	500	111	1	0	1	14	14	0	1	0.033289817232376	102	3	3623.52398459864
Simulation_262	2.261	0.043	0.245	0.028	2.902	0.413	262	0.05	12000	1000	1	500	111	1	0	1	33	33	0	0	-1	-1	-1	5992.72710051526
Simulation_263	1.255	0.089	0.12	0.101	1.647	0.866	263	0.05	12000	1000	1	500	111	1	0	1	248	267	19	1	0.99934725848564	3062	245	5666.67887159284
Simulation_264	1.381	0.026	0.292	0.146	1.176	0.809	264	0.05	12000	1000	1	500	111	1	0	1	120	139	19	1	0.075065274151436	230	44	6037.39488981806
Simulation_265	2.387	0.072	0.167	0.073	2.431	0.356	265	0.05	12000	1000	1	500	111	1	0	1	2	2	0	0	-1	-1	-1	2039.9292143924
Simulation_266	2.89	0.049	0.104	0.11	1.804	0.583	266	0.05	12000	1000	1	500	111	1	0	1	39	43	4	1	0.113250652741514	347	21	3127.0635476807
Simulation_267	1.884	0.094	0.229	0.037	0.549	0.13	267	0.05	12000	1000	1	500	111	1	0	1	465	526	61	1	0.881853785900783	2702	401	3952.19928482557
Simulation_268	1.633	0.038	0.135	0.128	2.118	0.243	268	0.05	12000	1000	1	500	111	1	0	1	18	20	2	0	-1	-1	-1	4714.48484967605
Simulation_269	2.639	0.083	0.261	0.055	0.863	0.696	269	0.05	12000	1000	1	500	111	1	0	1	23	23	0	1	0.871083550913838	2669	22	2611.13446413871
Simulation_270	2.136	0.015	0.198	0.091	1.49	0.47	270	0.05	12000	1000	1	500	111	1	0	1	25	33	8	0	-1	-1	-1	3934.88237745742
Simulation_271	1.13	0.06	0.073	0.019	2.745	0.922	271	0.05	12000	1000	1	500	111	0	67	1	1756	1764	8	1	0.801470588235294	2289	1595	6022.21172138534
Simulation_272	1.193	0.012	0.175	0.023	2.039	0.668	272	0.05	12000	1000	1	500	111	1	0	1	215	266	51	0	-1	-1	-1	5444.95537074586
Simulation_273	2.198	0.058	0.3	0.096	0.784	0.215	273	0.05	12000	1000	1	500	111	1	0	1	94	95	1	1	0.341710182767624	1047	72	5996.59993708145
Simulation_274	2.701	0.035	0.237	0.06	1.412	0.894	274	0.05	12000	1000	1	500	111	1	0	1	20	22	2	1	0.367167101827676	1125	20	3327.41697670353
Simulation_275	1.695	0.08	0.112	0.132	2.667	0.441	275	0.05	12000	1000	1	500	111	1	0	1	2	2	0	0	-1	-1	-1	2749.10351192983
Simulation_276	1.947	0.046	0.269	0.005	1.725	0.328	276	0.05	12000	1000	1	500	111	1	0	1	45	45	0	0	-1	-1	-1	6086.85946986692
Simulation_277	2.953	0.092	0.143	0.078	2.98	0.781	277	0.05	12000	1000	1	500	111	1	0	1	7	7	0	1	0.463446475195822	1420	4	4633.10111749539
Simulation_278	2.45	0.024	0.08	0.041	2.353	0.102	278	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	4370.2099691548
Simulation_279	1.444	0.069	0.206	0.114	1.098	0.554	279	0.05	12000	1000	1	500	111	1	0	1	577	639	62	1	0.993146214099217	3043	568	2826.18078934911
Simulation_280	1.318	0.041	0.096	0.087	0.627	0.611	280	0.05	12000	1000	1	500	111	1	0	1	21	21	0	1	0.549281984334204	1683	21	5006.83674061563
Simulation_281	2.324	0.086	0.222	0.014	1.882	0.158	281	0.05	12000	1000	1	500	111	1	0	1	2	2	0	0	-1	-1	-1	5489.57487460213
Simulation_282	2.827	0.018	0.284	0.123	2.51	0.837	282	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	-1	5236.00701325087
Simulation_283	1.821	0.063	0.159	0.05	1.255	0.385	283	0.05	12000	1000	1	500	111	1	0	1	109	109	0	1	0.27023498694517	828	49	5602.20112533145
Simulation_284	1.57	0.029	0.19	0.105	2.824	0.498	284	0.05	12000	1000	1	500	111	0	43	1	1163	1345	182	0	-1	-1	-1	2362.36489536304
Simulation_285	2.576	0.075	0.065	0.032	1.569	0.95	285	0.05	12000	1000	1	500	111	1	0	1	75	76	1	1	0.75097911227154	2301	73	3713.29064823909
Simulation_286	2.073	0.052	0.127	0.141	0.941	0.272	286	0.05	12000	1000	1	500	111	1	0	1	95	98	3	1	0.264033942558747	809	68	6225.97813908835
Simulation_287	1.067	0.097	0.253	0.069	2.196	0.724	287	0.05	12000	1000	1	500	111	0	177	1	1652	1659	7	1	0.359824146094014	1064	82	7624.36991871146
Simulation_288	1.098	0.031	0.108	0.13	1.451	0.427	288	0.05	12000	1000	1	500	111	0	116	1	1261	1418	157	1	0.0253789213958407	72	46	6097.13261762875
Simulation_289	2.104	0.076	0.233	0.057	2.706	0.88	289	0.05	12000	1000	1	500	111	1	0	1	45	46	1	1	0.668080939947781	2047	42	5071.95846974085
Simulation_290	2.607	0.053	0.296	0.094	2.078	0.201	290	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	5926.26089282466
Simulation_291	1.601	0.099	0.171	0.021	0.824	0.653	291	0.05	12000	1000	1	500	111	1	0	1	203	207	4	1	0.889686684073107	2726	200	3986.16298163594
Simulation_292	1.853	0.042	0.202	0.148	1.765	0.767	292	0.05	12000	1000	1	500	111	1	0	1	236	256	20	1	0.453655352480418	1390	207	5391.64572909454
Simulation_293	2.859	0.087	0.076	0.076	0.51	0.314	293	0.05	12000	1000	1	500	111	1	0	1	13	13	0	1	0.73009138381201	2237	13	4714.48484967605
Simulation_294	2.356	0.019	0.139	0.112	1.137	0.993	294	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	-1	2075.57807800962
Simulation_295	1.35	0.065	0.265	0.039	2.392	0.54	295	0.05	12000	1000	1	500	111	1	0	1	774	774	0	1	0.0300261096605744	92	5	4676.80372072978
Simulation_296	1.475	0.048	0.155	0.066	2.863	0.484	296	0.05	12000	1000	1	500	111	1	0	1	10	10	0	0	-1	-1	-1	5682.77659627167
Simulation_297	2.481	0.093	0.28	0.139	1.608	0.936	297	0.05	12000	1000	1	500	111	1	0	1	32	32	0	1	0.966710182767624	2962	31	7084.21194297101
Simulation_298	2.984	0.025	0.218	0.03	0.98	0.257	298	0.05	12000	1000	1	500	111	1	0	1	37	42	5	1	0.00489556135770235	15	5	1802.72515143177
Simulation_299	1.978	0.07	0.092	0.103	2.235	0.71	299	0.05	12000	1000	1	500	111	1	0	1	113	116	3	1	0.616187989556136	1888	53	6480.4460056938
Simulation_300	1.727	0.014	0.249	0.048	0.667	0.597	300	0.05	12000	1000	1	500	111	1	0	1	14	21	7	1	0.16677545691906	511	12	4089.49916719976
Simulation_301	2.733	0.059	0.124	0.121	1.922	0.144	301	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	5132.94937108404
Simulation_302	2.23	0.036	0.061	0.012	2.549	0.823	302	0.05	12000	1000	1	500	111	1	0	1	440	443	3	1	0.12565274151436	385	237	3228.82460755076
Simulation_303	1.224	0.082	0.186	0.085	1.294	0.371	303	0.05	12000	1000	1	500	111	0	285	1	1494	1519	25	1	0.0173724212812161	48	2	3867.52723323398
Simulation_304	1.161	0.034	0.273	0.107	0.902	0.116	304	0.05	12000	1000	1	500	111	1	0	1	399	415	16	1	0.02088772845953	64	8	6326.77547583798
Simulation_305	2.167	0.079	0.147	0.035	2.157	0.569	305	0.05	12000	1000	1	500	111	1	0	1	141	141	0	1	0.0959530026109661	294	7	7840.34278259179
Simulation_306	2.67	0.011	0.084	0.144	2.784	0.342	306	0.05	12000	1000	1	500	111	1	0	1	4	8	4	0	-1	-1	-1	5088.62653120344
Simulation_307	1.664	0.056	0.21	0.071	1.529	0.795	307	0.05	12000	1000	1	500	111	1	0	1	242	258	16	1	0.803198433420366	2461	237	3439.41364010825
Simulation_308	1.916	0.022	0.116	0.089	2.471	0.908	308	0.05	12000	1000	1	500	111	1	0	1	131	150	19	1	0.0189295039164491	58	41	5597.25062482481
Simulation_309	2.921	0.067	0.241	0.016	1.216	0.455	309	0.05	12000	1000	1	500	111	1	0	1	44	46	2	1	0.424608355091384	1301	42	1929.68542656003
Simulation_310	2.418	0.045	0.178	0.126	0.588	0.682	310	0.05	12000	1000	1	500	111	1	0	1	6	6	0	1	0.318211488250653	975	6	2921.87951705136
Simulation_311	1.413	0.09	0.053	0.053	1.843	0.229	311	0.05	12000	1000	1	500	111	0	81	1	1214	1227	13	0	-1	-1	-1	4902.5845058069
Simulation_312	1.287	0.017	0.225	0.007	2.314	0.286	312	0.05	12000	1000	1	500	111	0	33	1	2133	2364	231	0	-1	-1	-1	2381.93532269427
Simulation_313	2.293	0.062	0.1	0.08	1.059	0.738	313	0.05	12000	1000	1	500	111	1	0	1	19	21	2	1	0.706266318537859	2164	19	5539.95804094216
Simulation_314	2.796	0.039	0.163	0.044	1.686	0.512	314	0.05	12000	1000	1	500	111	1	0	1	52	52	0	1	0.0221932114882507	68	16	3173.0731747003
Simulation_315	1.79	0.084	0.288	0.116	2.941	0.965	315	0.05	12000	1000	1	500	111	1	0	1	170	173	3	1	0.995757180156658	3051	162	5382.16072607599
Simulation_316	1.538	0.05	0.069	0.025	1.373	0.851	316	0.05	12000	1000	1	500	111	1	0	1	174	194	20	1	0.60476501305483	1853	169	4874.58840138385
Simulation_317	2.544	0.096	0.194	0.098	2.627	0.399	317	0.05	12000	1000	1	500	111	1	0	1	3	3	0	0	-1	-1	-1	5932.72753338571
Simulation_318	2.041	0.028	0.257	0.062	2	0.625	318	0.05	12000	1000	1	500	111	1	0	1	203	212	9	1	0.02088772845953	64	60	3894.77704763905
Simulation_319	1.035	0.073	0.131	0.135	0.745	0.172	319	0.05	12000	1000	1	500	111	0	167	1	1642	1654	12	1	0.198958333333333	573	126	2166.78455782771
Simulation_320	1.051	0.019	0.259	0.081	2.725	0.236	320	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	-1	6511.55322528091
Simulation_321	2.057	0.064	0.133	0.008	1.471	0.689	321	0.05	12000	1000	1	500	111	1	0	1	227	232	5	1	0.472911227154047	1449	158	6575.92575658797
Simulation_322	2.56	0.041	0.071	0.118	0.843	0.462	322	0.05	12000	1000	1	500	111	1	0	1	74	78	4	1	0.531331592689295	1628	48	7300.33193437752
Simulation_323	1.554	0.087	0.196	0.045	2.098	0.915	323	0.05	12000	1000	1	500	111	0	8	1	2074	2135	61	1	0.865032792544011	2506	1519	5566.14137970158
Simulation_324	1.806	0.053	0.165	0.099	0.529	0.802	324	0.05	12000	1000	1	500	111	1	0	1	16	16	0	1	0.605417754569191	1855	16	2781.08837620677
