Sim_index	S	omega_T	omega_P	sigma_e	disp_shape	disp_scale	seed	divergence_factor	max_species	max_coex_sp	start_species	init_ab	grid_cell_distance	finished	final_timestep	initial_nb_species	final_nb_species	sp_events	ex_events	exchanged	prop_col_area	abs_col_area	div_col	dist_to_isthmus
Simulation_325	2.811	0.098	0.29	0.027	1.784	0.349	325	0.05	12000	1000	1	500	111	1	0	1	2	2	0	0	-1	-1	-1	6176.51414714857
Simulation_326	2.308	0.03	0.227	0.136	2.412	0.576	326	0.05	12000	1000	1	500	111	1	0	1	34	39	5	0	-1	-1	-1	4676.80372072978
Simulation_327	1.303	0.075	0.102	0.063	1.157	0.123	327	0.05	12000	1000	1	500	111	1	0	1	20	20	0	0	-1	-1	-1	2541.81183097273
Simulation_328	1.428	0.036	0.18	0.036	1.627	0.18	328	0.05	12000	1000	1	500	111	1	0	1	578	580	2	0	-1	-1	-1	5371.86606145338
Simulation_329	2.434	0.081	0.055	0.108	2.882	0.632	329	0.05	12000	1000	1	500	111	1	0	1	60	60	0	0	-1	-1	-1	3502.04013378852
Simulation_330	2.937	0.013	0.118	0.072	2.255	0.406	330	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	-1	Inf
Simulation_331	1.931	0.058	0.243	0.145	1	0.859	331	0.05	12000	1000	1	500	111	1	0	1	44	47	3	1	0.929503916449086	2848	44	4415.17697342218
Simulation_332	1.68	0.024	0.086	0.018	1.941	0.972	332	0.05	12000	1000	1	500	111	0	86	1	1714	1723	9	1	0.251748251748252	756	886	3108.63910745596
Simulation_333	2.686	0.07	0.212	0.09	0.686	0.519	333	0.05	12000	1000	1	500	111	1	0	1	7	7	0	1	0.56201044386423	1722	7	3310.71586217929
Simulation_334	2.183	0.047	0.275	0.054	1.314	0.745	334	0.05	12000	1000	1	500	111	1	0	1	79	92	13	1	0.694843342036554	2129	79	5165.11069556748
Simulation_335	1.177	0.092	0.149	0.127	2.569	0.293	335	0.05	12000	1000	1	500	111	1	0	1	22	22	0	0	-1	-1	-1	5666.67887159284
Simulation_336	1.24	0.044	0.063	0.14	2.176	0.547	336	0.05	12000	1000	1	500	111	1	0	1	675	723	48	1	0.0231723237597911	71	12	5203.31889085773
Simulation_337	2.246	0.089	0.188	0.068	0.922	1	337	0.05	12000	1000	1	500	111	1	0	1	40	40	0	1	0.939295039164491	2878	39	4804.01241035246
Simulation_338	2.749	0.021	0.251	0.104	1.549	0.321	338	0.05	12000	1000	1	500	111	1	0	1	5	6	1	0	-1	-1	-1	3742.7300372076
Simulation_339	1.743	0.067	0.125	0.031	2.804	0.774	339	0.05	12000	1000	1	500	111	0	61	1	1610	1614	4	1	0.33816266052025	1027	125	6809.48165204354
Simulation_340	1.994	0.01	0.22	0.122	1.235	0.661	340	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	-1	2481.13418095421
Simulation_341	3	0.055	0.094	0.049	2.49	0.208	341	0.05	12000	1000	1	500	111	1	0	1	4	4	0	0	-1	-1	-1	7576.78128243147
Simulation_342	2.497	0.033	0.157	0.086	1.863	0.887	342	0.05	12000	1000	1	500	111	1	0	1	152	165	13	1	0.476174934725849	1459	137	1741.14408205007
Simulation_343	1.491	0.078	0.282	0.013	0.608	0.434	343	0.05	12000	1000	1	500	111	1	0	1	101	102	1	1	0.701697127937337	2150	98	6480.4460056938
Simulation_344	1.365	0.027	0.141	0.058	1.078	0.378	344	0.05	12000	1000	1	500	111	1	0	1	1369	1429	60	1	0.0319843342036554	98	402	5751.75387087924
Simulation_345	2.371	0.072	0.267	0.131	2.333	0.83	345	0.05	12000	1000	1	500	111	1	0	1	33	33	0	1	0.758485639686684	2324	26	5602.04177050125
Simulation_346	2.874	0.05	0.204	0.022	2.961	0.151	346	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	6781.37040993088
Simulation_347	1.868	0.095	0.078	0.095	1.706	0.604	347	0.05	12000	1000	1	500	111	1	0	1	239	244	5	1	0.97911227154047	3000	197	6097.13261762875
Simulation_348	1.617	0.038	0.298	0.077	2.647	0.717	348	0.05	12000	1000	1	500	111	1	0	1	1812	1887	75	1	0.0225195822454308	69	32	3957.91378468837
Simulation_349	2.623	0.084	0.173	0.149	1.392	0.264	349	0.05	12000	1000	1	500	111	1	0	1	12	12	0	0	-1	-1	-1	5048.9001781584
Simulation_350	2.12	0.016	0.11	0.04	0.765	0.943	350	0.05	12000	1000	1	500	111	1	0	1	10	13	3	1	0.239229765013055	733	10	2526.06604074812
Simulation_351	1.114	0.061	0.235	0.113	2.02	0.491	351	0.05	12000	1000	1	500	111	1	0	1	1372	1382	10	1	0.0923629242819843	283	12	5597.25062482481
Simulation_352	1.083	0.043	0.122	0.015	1.353	0.561	352	0.05	12000	1000	1	500	111	0	226	1	1643	1650	7	1	0.218055555555556	628	450	2258.88762405484
Simulation_353	2.088	0.088	0.247	0.088	2.608	0.109	353	0.05	12000	1000	1	500	111	1	0	1	2	2	0	0	-1	-1	-1	4740.8547796446
Simulation_354	2.591	0.02	0.184	0.052	1.98	0.788	354	0.05	12000	1000	1	500	111	1	0	1	63	68	5	1	0.00489556135770235	15	18	4829.55999949183
Simulation_355	1.585	0.065	0.059	0.124	0.725	0.335	355	0.05	12000	1000	1	500	111	1	0	1	413	483	70	1	0.998368146214099	3059	409	3740.18056941882
Simulation_356	1.837	0.031	0.278	0.033	2.294	0.448	356	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	-1	7885.36219011419
Simulation_357	2.843	0.077	0.153	0.106	1.039	0.901	357	0.05	12000	1000	1	500	111	1	0	1	9	9	0	1	0.764360313315927	2342	9	6224.97463011156
Simulation_358	2.34	0.054	0.09	0.07	1.667	0.222	358	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	5750.01044075838
Simulation_359	1.334	0.099	0.216	0.143	2.922	0.675	359	0.05	12000	1000	1	500	111	0	94	1	1154	1155	1	1	0.0636640704368439	188	4	3832.53454701709
Simulation_360	1.46	0.014	0.075	0.097	2.451	0.731	360	0.05	12000	1000	1	500	111	1	0	1	76	95	19	0	-1	-1	-1	6651.62249355228
Simulation_361	2.466	0.06	0.2	0.024	1.196	0.279	361	0.05	12000	1000	1	500	111	1	0	1	124	125	1	1	0.0257832898172324	79	1	4282.99569961971
Simulation_362	2.969	0.037	0.263	0.134	0.569	0.958	362	0.05	12000	1000	1	500	111	1	0	1	3	3	0	1	0.267624020887728	820	3	5756.73473127449
Simulation_363	1.963	0.082	0.137	0.061	1.824	0.505	363	0.05	12000	1000	1	500	111	1	0	1	138	138	0	1	0.195822454308094	600	23	5332.47416274282
Simulation_364	1.711	0.048	0.231	0.079	0.882	0.392	364	0.05	12000	1000	1	500	111	1	0	1	680	752	72	1	0.846932114882507	2595	669	3411.59647554453
Simulation_365	2.717	0.094	0.106	0.006	2.137	0.844	365	0.05	12000	1000	1	500	111	1	0	1	79	82	3	1	0.527415143603133	1616	74	6867.98413482495
Simulation_366	2.214	0.026	0.169	0.115	2.765	0.165	366	0.05	12000	1000	1	500	111	1	0	1	3	4	1	0	-1	-1	-1	2497.23667061089
Simulation_367	1.208	0.071	0.294	0.043	1.51	0.618	367	0.05	12000	1000	1	500	111	1	0	1	1558	1640	82	1	0.787859007832898	2414	1459	5116.81923645266
Simulation_368	1.145	0.023	0.192	0.074	0.804	0.873	368	0.05	12000	1000	1	500	111	1	0	1	150	195	45	1	0.834856396866841	2558	147	4981.93321670355
Simulation_369	2.151	0.068	0.067	0.147	2.059	0.42	369	0.05	12000	1000	1	500	111	1	0	1	2	2	0	0	-1	-1	-1	4385.87933234391
Simulation_370	2.654	0.046	0.129	0.038	2.686	0.646	370	0.05	12000	1000	1	500	111	1	0	1	114	119	5	1	0.00522193211488251	16	1	5419.89454291559
Simulation_371	1.648	0.091	0.255	0.111	1.431	0.194	371	0.05	12000	1000	1	500	111	1	0	1	2	2	0	0	-1	-1	-1	4936.18947993333
Simulation_372	1.9	0.034	0.098	0.056	3	0.307	372	0.05	12000	1000	1	500	111	1	0	1	134	135	1	0	-1	-1	-1	5132.94937108404
Simulation_373	2.906	0.079	0.224	0.129	1.745	0.76	373	0.05	12000	1000	1	500	111	1	0	1	21	21	0	1	0.876305483028721	2685	21	5175.09185460784
Simulation_374	2.403	0.012	0.286	0.02	1.118	0.533	374	0.05	12000	1000	1	500	111	1	0	1	18	18	0	0	-1	-1	-1	5974.27608341641
Simulation_375	1.397	0.057	0.161	0.093	2.373	0.986	375	0.05	12000	1000	1	500	111	1	0	1	287	303	16	1	0.861618798955614	2640	281	5978.10106744119
Simulation_376	1.271	0.051	0.239	0.12	1.902	0.929	376	0.05	12000	1000	1	500	111	1	0	1	912	933	21	1	0.611945169712794	1875	247	7664.57840117823
Simulation_377	2.277	0.096	0.114	0.047	0.647	0.477	377	0.05	12000	1000	1	500	111	1	0	1	9	9	0	1	0.70757180156658	2168	9	5272.89434338134
Simulation_378	2.78	0.029	0.051	0.083	1.275	0.703	378	0.05	12000	1000	1	500	111	1	0	1	86	86	0	1	0.275456919060052	844	79	5116.81042911184
Simulation_379	1.774	0.074	0.176	0.011	2.529	0.25	379	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	5286.46453572323
Simulation_380	1.523	0.017	0.145	0.138	1.588	0.137	380	0.05	12000	1000	1	500	111	1	0	1	22	31	9	0	-1	-1	-1	4302.36975399828
Simulation_381	2.528	0.063	0.271	0.065	2.843	0.59	381	0.05	12000	1000	1	500	111	1	0	1	497	511	14	0	-1	-1	-1	6891.78743099965
Simulation_382	2.026	0.04	0.208	0.102	2.216	0.363	382	0.05	12000	1000	1	500	111	1	0	1	20	20	0	0	-1	-1	-1	4446.57134232311
Simulation_383	1.02	0.085	0.082	0.029	0.961	0.816	383	0.05	12000	1000	1	500	111	1	0	1	1993	2083	90	1	0.991840731070496	3039	1903	3817.72845061452
Simulation_384	1.012	0.025	0.158	0.11	2.088	0.615	384	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	-1	2473.88243909502
Simulation_385	2.018	0.07	0.283	0.037	0.833	0.162	385	0.05	12000	1000	1	500	111	1	0	1	220	220	0	1	0.113250652741514	347	24	3299.32077669303
Simulation_386	2.521	0.047	0.221	0.147	1.461	0.841	386	0.05	12000	1000	1	500	111	1	0	1	70	73	3	1	0.56331592689295	1726	68	4412.61354183065
Simulation_387	1.515	0.093	0.095	0.074	2.716	0.388	387	0.05	12000	1000	1	500	111	1	0	1	3	3	0	0	-1	-1	-1	2826.18078934911
Simulation_388	1.766	0.036	0.252	0.092	1.147	0.501	388	0.05	12000	1000	1	500	111	1	0	1	585	614	29	1	0.463120104438642	1419	484	4415.79954604734
Simulation_389	2.772	0.081	0.126	0.019	2.402	0.954	389	0.05	12000	1000	1	500	111	1	0	1	8	8	0	1	0.399804177545692	1225	8	5487.58053549153
Simulation_390	2.269	0.013	0.064	0.128	1.775	0.275	390	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	-1	Inf
Simulation_391	1.263	0.059	0.189	0.056	0.52	0.728	391	0.05	12000	1000	1	500	111	1	0	1	48	48	0	1	0.712793733681462	2184	45	3475.62309777066
Simulation_392	1.389	0.053	0.111	0.01	0.99	0.671	392	0.05	12000	1000	1	500	111	1	0	1	320	331	11	1	0.578981723237598	1774	266	6809.48165204354
Simulation_393	2.395	0.098	0.236	0.083	2.245	0.218	393	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	6976.42027928679
Simulation_394	2.898	0.03	0.299	0.047	2.873	0.897	394	0.05	12000	1000	1	500	111	1	0	1	18	18	0	1	0.0515665796344648	158	12	4310.69367766123
Simulation_395	1.892	0.076	0.174	0.119	1.618	0.445	395	0.05	12000	1000	1	500	111	1	0	1	640	650	10	1	0.158942558746736	487	38	6326.77547583798
Simulation_396	1.64	0.019	0.205	0.028	2.559	0.332	396	0.05	12000	1000	1	500	111	1	0	1	510	568	58	0	-1	-1	-1	2337.56235022301
Simulation_397	2.646	0.064	0.079	0.101	1.304	0.784	397	0.05	12000	1000	1	500	111	1	0	1	37	38	1	1	0.924934725848564	2834	36	3623.18901682573
Simulation_398	2.143	0.042	0.142	0.065	0.676	0.105	398	0.05	12000	1000	1	500	111	1	0	1	64	66	2	1	0.0231723237597911	71	12	3530.66323917169
Simulation_399	1.138	0.087	0.268	0.137	1.931	0.558	399	0.05	12000	1000	1	500	111	0	193	1	1943	1962	19	1	0.0388349514563107	112	4	6004.35941603224
Simulation_400	1.2	0.039	0.228	0.124	2.794	0.813	400	0.05	12000	1000	1	500	111	0	2	1	1615	1691	76	1	0.188145188145188	565	562	6046.10346546884
Simulation_401	2.206	0.084	0.103	0.051	1.539	0.36	401	0.05	12000	1000	1	500	111	1	0	1	94	94	0	0	-1	-1	-1	5541.7852958542
Simulation_402	2.709	0.016	0.166	0.087	0.912	0.586	402	0.05	12000	1000	1	500	111	1	0	1	2	2	0	0	-1	-1	-1	5157.89411019062
Simulation_403	1.703	0.061	0.291	0.015	2.167	0.134	403	0.05	12000	1000	1	500	111	1	0	1	17	17	0	0	-1	-1	-1	3815.68034422428
Simulation_404	1.955	0.028	0.072	0.142	0.598	0.247	404	0.05	12000	1000	1	500	111	1	0	1	99	111	12	1	0.329634464751958	1010	89	2370.66057788951
Simulation_405	2.961	0.073	0.197	0.069	1.853	0.699	405	0.05	12000	1000	1	500	111	1	0	1	30	32	2	1	0.669386422976501	2051	30	2699.05247737581
Simulation_406	2.458	0.05	0.26	0.106	2.48	0.473	406	0.05	12000	1000	1	500	111	1	0	1	8	9	1	0	-1	-1	-1	3644.24970929643
Simulation_407	1.452	0.095	0.134	0.033	1.225	0.926	407	0.05	12000	1000	1	500	111	1	0	1	934	946	12	1	0.997715404699739	3057	799	6699.82038496089
Simulation_408	1.326	0.011	0.275	0.06	1.696	0.982	408	0.05	12000	1000	1	500	111	1	0	1	861	1038	177	0	-1	-1	-1	4415.17697342218
Simulation_409	2.332	0.056	0.15	0.133	2.951	0.53	409	0.05	12000	1000	1	500	111	1	0	1	3	3	0	0	-1	-1	-1	5816.59080349138
Simulation_410	2.835	0.033	0.087	0.024	2.324	0.756	410	0.05	12000	1000	1	500	111	1	0	1	112	113	1	1	0.0704960835509138	216	58	4323.84012527582
Simulation_411	1.829	0.078	0.213	0.097	1.069	0.303	411	0.05	12000	1000	1	500	111	1	0	1	62	63	1	1	0.23009138381201	705	27	4199.02165507741
Simulation_412	1.578	0.044	0.119	0.042	2.01	0.19	412	0.05	12000	1000	1	500	111	1	0	1	46	46	0	0	-1	-1	-1	5646.37011154077
Simulation_413	2.583	0.09	0.244	0.115	0.755	0.643	413	0.05	12000	1000	1	500	111	1	0	1	25	25	0	1	0.753263707571802	2308	25	3109.26886504959
Simulation_414	2.081	0.022	0.181	0.006	1.382	0.417	414	0.05	12000	1000	1	500	111	1	0	1	24	29	5	1	0.0153394255874674	47	3	2730.29843940562
Simulation_415	1.075	0.067	0.056	0.078	2.637	0.869	415	0.05	12000	1000	1	500	111	0	117	1	2548	2595	47	1	0.748194014447884	2175	721	6473.86972385808
Simulation_416	1.106	0.049	0.287	0.031	0.716	0.289	416	0.05	12000	1000	1	500	111	0	77	1	2763	2927	164	1	0.867137571476623	2578	2663	5517.23008565589
Simulation_417	2.112	0.094	0.162	0.103	1.971	0.742	417	0.05	12000	1000	1	500	111	1	0	1	54	57	3	1	0.969321148825065	2970	49	5818.63564447419
Simulation_418	2.615	0.026	0.099	0.067	2.598	0.516	418	0.05	12000	1000	1	500	111	1	0	1	24	25	1	0	-1	-1	-1	5223.61161084328
Simulation_419	1.609	0.071	0.225	0.14	1.343	0.968	419	0.05	12000	1000	1	500	111	1	0	1	114	116	2	1	0.984986945169713	3018	113	2094.6820887359
Simulation_420	1.861	0.015	0.13	0.012	2.912	0.855	420	0.05	12000	1000	1	500	111	1	0	1	68	71	3	0	-1	-1	-1	5057.0741833263
Simulation_421	2.866	0.06	0.256	0.085	1.657	0.402	421	0.05	12000	1000	1	500	111	1	0	1	38	38	0	0	-1	-1	-1	2897.67319528378
Simulation_422	2.363	0.037	0.193	0.049	1.029	0.629	422	0.05	12000	1000	1	500	111	1	0	1	42	57	15	1	0.512402088772846	1570	42	5778.82820649256
Simulation_423	1.358	0.083	0.068	0.122	2.284	0.176	423	0.05	12000	1000	1	500	111	1	0	1	14	14	0	0	-1	-1	-1	5510.06710685863
Simulation_424	1.483	0.032	0.209	0.094	1.814	0.119	424	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	-1	7948.32479549947
Simulation_425	2.489	0.077	0.083	0.021	0.559	0.572	425	0.05	12000	1000	1	500	111	1	0	1	9	9	0	1	0.564621409921671	1730	9	5888.10802952944
Simulation_426	2.992	0.054	0.146	0.131	1.186	0.346	426	0.05	12000	1000	1	500	111	1	0	1	2	2	0	1	0.0283942558746736	87	1	5905.92255879076
Simulation_427	1.986	0.1	0.272	0.058	2.441	0.798	427	0.05	12000	1000	1	500	111	1	0	1	182	196	14	1	0.909268929503916	2786	168	5011.31560052686
Simulation_428	1.735	0.043	0.052	0.112	1.5	0.912	428	0.05	12000	1000	1	500	111	1	0	1	134	141	7	1	0.68701044386423	2105	133	5715.92875093232
Simulation_429	2.741	0.088	0.177	0.04	2.755	0.459	429	0.05	12000	1000	1	500	111	1	0	1	2	2	0	0	-1	-1	-1	4586.67730740215
Simulation_430	2.238	0.02	0.24	0.149	2.127	0.685	430	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	-1	7467.19008165353
Simulation_431	1.232	0.066	0.115	0.076	0.873	0.233	431	0.05	12000	1000	1	500	111	0	70	1	1655	1655	0	1	0.407789613848202	1225	453	2447.80613805538
Simulation_432	1.169	0.018	0.091	0.044	1.422	0.487	432	0.05	12000	1000	1	500	111	1	0	1	108	132	24	0	-1	-1	-1	2166.78455782771
Simulation_433	2.175	0.063	0.217	0.117	2.676	0.94	433	0.05	12000	1000	1	500	111	1	0	1	96	97	1	1	0.815274151436031	2498	95	4600.73550994678
Simulation_434	2.678	0.04	0.279	0.008	2.049	0.261	434	0.05	12000	1000	1	500	111	1	0	1	15	15	0	0	-1	-1	-1	5090.91158256297
Simulation_435	1.672	0.086	0.154	0.081	0.794	0.714	435	0.05	12000	1000	1	500	111	1	0	1	22	22	0	1	0.886749347258486	2717	22	6260.9922860406
Simulation_436	1.923	0.052	0.185	0.062	2.363	0.6	436	0.05	12000	1000	1	500	111	1	0	1	40	41	1	1	0.0199086161879896	61	1	1739.92266936879
Simulation_437	2.929	0.097	0.06	0.135	1.108	0.148	437	0.05	12000	1000	1	500	111	1	0	1	2	2	0	0	-1	-1	-1	6242.25490204239
Simulation_438	2.426	0.029	0.123	0.026	1.735	0.827	438	0.05	12000	1000	1	500	111	1	0	1	162	163	1	1	0.200718015665796	615	117	5778.82820649256
Simulation_439	1.42	0.074	0.248	0.099	2.99	0.374	439	0.05	12000	1000	1	500	111	1	0	1	10	10	0	0	-1	-1	-1	3842.52919549229
Simulation_440	1.295	0.035	0.17	0.144	2.52	0.431	440	0.05	12000	1000	1	500	111	1	0	1	200	211	11	0	-1	-1	-1	5131.43963696796
Simulation_441	2.301	0.08	0.295	0.072	1.265	0.883	441	0.05	12000	1000	1	500	111	1	0	1	32	32	0	1	0.93831592689295	2875	32	1849.89635786499
Simulation_442	2.804	0.012	0.232	0.108	0.637	0.204	442	0.05	12000	1000	1	500	111	1	0	1	2	3	1	0	-1	-1	-1	4588.13551256316
Simulation_443	1.798	0.057	0.107	0.035	1.892	0.657	443	0.05	12000	1000	1	500	111	1	0	1	39	40	1	1	0.298629242819843	915	31	5134.82954411655
Simulation_444	1.546	0.023	0.264	0.126	0.951	0.77	444	0.05	12000	1000	1	500	111	1	0	1	162	210	48	1	0.388707571801567	1191	143	5208.20517044955
Simulation_445	2.552	0.069	0.138	0.053	2.206	0.317	445	0.05	12000	1000	1	500	111	1	0	1	2	2	0	0	-1	-1	-1	4390.8796421587
Simulation_446	2.049	0.046	0.075	0.09	2.833	0.996	446	0.05	12000	1000	1	500	111	1	0	1	68	80	12	1	0.497715404699739	1525	66	6022.21172138534
Simulation_447	1.043	0.091	0.201	0.017	1.578	0.544	447	0.05	12000	1000	1	500	111	0	142	1	2052	2069	17	1	0.363960113960114	1022	144	5747.83635032755
Simulation_448	1.028	0.037	0.077	0.073	1.951	0.367	448	0.05	12000	1000	1	500	111	1	0	1	1403	1450	47	0	-1	-1	-1	5086.10355926957
Simulation_449	2.033	0.082	0.203	0.145	0.696	0.82	449	0.05	12000	1000	1	500	111	1	0	1	16	16	0	1	0.617819843342037	1893	16	5821.80082821944
Simulation_450	2.536	0.014	0.266	0.036	1.324	0.141	450	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	5897.54845070553
Simulation_451	1.53	0.059	0.14	0.109	2.578	0.593	451	0.05	12000	1000	1	500	111	1	0	1	3085	3155	70	1	0.0238250652741514	73	1	4913.23127376803
Simulation_452	1.782	0.025	0.234	0.054	1.637	0.706	452	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	-1	2715.18741334132
Simulation_453	2.788	0.071	0.109	0.127	2.892	0.254	453	0.05	12000	1000	1	500	111	1	0	1	2	2	0	0	-1	-1	-1	2408.23098640985
Simulation_454	2.285	0.048	0.172	0.018	2.265	0.933	454	0.05	12000	1000	1	500	111	1	0	1	16	18	2	1	0.272845953002611	836	16	4171.53946349214
Simulation_455	1.279	0.093	0.297	0.091	1.01	0.48	455	0.05	12000	1000	1	500	111	0	2	1	3040	3387	347	1	1	3003	2929	5194.56494821937
Simulation_456	1.405	0.02	0.125	0.118	0.539	0.537	456	0.05	12000	1000	1	500	111	1	0	1	8	11	3	1	0.240535248041775	737	8	5773.16314772606
Simulation_457	2.411	0.065	0.25	0.045	1.794	0.989	457	0.05	12000	1000	1	500	111	1	0	1	55	56	1	1	0.696475195822454	2134	53	1993.35054984984
Simulation_458	2.914	0.042	0.187	0.082	2.422	0.31	458	0.05	12000	1000	1	500	111	1	0	1	4	4	0	0	-1	-1	-1	3751.15081483643
Simulation_459	1.908	0.088	0.062	0.009	1.167	0.763	459	0.05	12000	1000	1	500	111	1	0	1	123	130	7	1	0.637728459530026	1954	103	2368.86131255104
Simulation_460	1.656	0.054	0.281	0.136	2.735	0.65	460	0.05	12000	1000	1	500	111	0	29	1	2241	2339	98	1	0.0278357689631176	80	4	6260.9922860406
Simulation_461	2.662	0.099	0.156	0.064	1.48	0.197	461	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	5624.380974269
Simulation_462	2.159	0.031	0.093	0.1	0.853	0.876	462	0.05	12000	1000	1	500	111	1	0	1	7	9	2	1	0.305809399477807	937	7	6224.97463011156
Simulation_463	1.153	0.076	0.219	0.027	2.108	0.424	463	0.05	12000	1000	1	500	111	1	0	1	71	71	0	0	-1	-1	-1	5554.63792944716
Simulation_464	1.216	0.028	0.242	0.023	2.657	0.169	464	0.05	12000	1000	1	500	111	0	72	1	1298	1326	28	0	-1	-1	-1	1381.17941209692
Simulation_465	2.222	0.073	0.117	0.095	1.402	0.622	465	0.05	12000	1000	1	500	111	1	0	1	59	64	5	1	0.845626631853786	2591	56	4603.71623725253
Simulation_466	2.725	0.051	0.054	0.059	0.775	0.395	466	0.05	12000	1000	1	500	111	1	0	1	56	60	4	1	0.703328981723238	2155	54	2649.79802179737
Simulation_467	1.719	0.096	0.179	0.132	2.029	0.848	467	0.05	12000	1000	1	500	111	1	0	1	290	296	6	1	0.99902088772846	3061	285	3925.21458040793
Simulation_468	1.971	0.04	0.148	0.041	1.088	0.961	468	0.05	12000	1000	1	500	111	1	0	1	27	31	4	1	0.538185378590078	1649	26	3750.77203296704
Simulation_469	2.976	0.085	0.274	0.114	2.343	0.508	469	0.05	12000	1000	1	500	111	1	0	1	82	82	0	0	-1	-1	-1	2337.56235022301
Simulation_470	2.473	0.017	0.211	0.077	2.971	0.735	470	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	-1	5165.18389545081
Simulation_471	1.468	0.062	0.085	0.15	1.716	0.282	471	0.05	12000	1000	1	500	111	1	0	1	364	369	5	0	-1	-1	-1	3314.27270420483
Simulation_472	1.342	0.045	0.195	0.105	1.245	0.226	472	0.05	12000	1000	1	500	111	1	0	1	100	102	2	0	-1	-1	-1	3721.68223188844
Simulation_473	2.348	0.09	0.07	0.032	2.5	0.678	473	0.05	12000	1000	1	500	111	1	0	1	36	36	0	1	0.236945169712794	726	8	6056.20820092368
Simulation_474	2.851	0.023	0.132	0.141	1.873	0.452	474	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	5165.11069556748
Simulation_475	1.845	0.068	0.258	0.068	0.618	0.905	475	0.05	12000	1000	1	500	111	1	0	1	14	14	0	1	0.468668407310705	1436	14	6468.34349362236
Simulation_476	1.593	0.011	0.101	0.086	2.186	0.791	476	0.05	12000	1000	1	500	111	1	0	1	115	152	37	0	-1	-1	-1	4401.94838005612
Simulation_477	2.599	0.057	0.226	0.014	0.931	0.339	477	0.05	12000	1000	1	500	111	1	0	1	90	95	5	1	0.399477806788512	1224	86	1649.32819725133
Simulation_478	2.096	0.034	0.289	0.123	1.559	0.565	478	0.05	12000	1000	1	500	111	1	0	1	54	55	1	1	0.0404699738903394	124	29	6113.45405851846
Simulation_479	1.09	0.079	0.164	0.05	2.814	0.112	479	0.05	12000	1000	1	500	111	1	0	1	68	68	0	0	-1	-1	-1	2813.90671026557
Simulation_480	1.059	0.013	0.175	0.134	0.814	0.919	480	0.05	12000	1000	1	500	111	1	0	1	31	81	50	1	0.066579634464752	204	15	6575.92575658797
Simulation_481	2.065	0.058	0.05	0.061	2.069	0.466	481	0.05	12000	1000	1	500	111	1	0	1	31	31	0	0	-1	-1	-1	6132.44378092205
Simulation_482	2.568	0.035	0.113	0.098	2.696	0.692	482	0.05	12000	1000	1	500	111	1	0	1	10	10	0	1	0.0192558746736292	59	1	4996.45378239457
Simulation_483	1.562	0.081	0.238	0.025	1.441	0.24	483	0.05	12000	1000	1	500	111	1	0	1	2	2	0	0	-1	-1	-1	2636.03972924432
Simulation_484	1.813	0.047	0.081	0.116	2.382	0.127	484	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	-1	3170.4632927266
Simulation_485	2.819	0.092	0.207	0.043	1.127	0.579	485	0.05	12000	1000	1	500	111	1	0	1	79	81	2	1	0.822127937336815	2519	78	2101.64697765176
Simulation_486	2.316	0.024	0.27	0.079	0.5	0.353	486	0.05	12000	1000	1	500	111	1	0	1	6	8	2	1	0.198433420365535	608	6	5932.72753338571
Simulation_487	1.31	0.069	0.144	0.007	1.755	0.806	487	0.05	12000	1000	1	500	111	1	0	1	2174	2242	68	1	0.640013054830287	1961	1141	5747.83635032755
Simulation_488	1.436	0.041	0.254	0.052	2.225	0.862	488	0.05	12000	1000	1	500	111	0	48	1	1912	1974	62	1	0.779979501195764	2283	1560	5090.91158256297
Simulation_489	2.442	0.086	0.128	0.125	0.971	0.409	489	0.05	12000	1000	1	500	111	1	0	1	6	6	0	1	0.660900783289817	2025	5	4762.62334763966
Simulation_490	2.945	0.018	0.066	0.016	1.598	0.636	490	0.05	12000	1000	1	500	111	1	0	1	1	3	2	0	-1	-1	-1	5364.99740960846
Simulation_491	1.939	0.064	0.191	0.089	2.853	0.183	491	0.05	12000	1000	1	500	111	1	0	1	9	9	0	0	-1	-1	-1	5013.21977717901
Simulation_492	1.688	0.03	0.16	0.07	1.284	0.296	492	0.05	12000	1000	1	500	111	1	0	1	300	325	25	1	0.0195822454308094	60	8	5112.49751021718
