Sim_index	S	omega_T	sigma_e	disp_shape	disp_scale	seed	divergence_factor	max_species	max_coex_sp	start_species	init_ab	grid_cell_distance	finished	final_timestep	initial_nb_species	final_nb_species	sp_events	ex_events	exchanged	prop_col_area	div_col	dist_to_isthmus	start_biome
Simulation_357	2.843	0.077	0.065	2.245	0.294	357	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	4287.99893289597	3
Simulation_358	2.34	0.054	0.028	1.618	0.52	358	0.05	12000	1000	1	500	111	1	0	1	406	406	0	0	-1	-1	7436.12143709874	4
Simulation_359	1.334	0.099	0.101	2.873	0.972	359	0.05	12000	1000	1	500	111	1	0	1	2	2	0	0	-1	-1	7145.97937124384	4
Simulation_360	1.46	0.014	0.019	2.088	0.802	360	0.05	12000	1000	1	500	111	0	48	1	2918	2995	77	0	-1	-1	5631.23610009117	2
Simulation_361	2.466	0.06	0.092	0.833	0.351	361	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4999.22665946651	4
Simulation_362	2.969	0.037	0.128	2.716	0.125	362	0.05	12000	1000	1	500	111	1	0	1	29	29	0	1	0.00116686114352392	3	3260.30876219794	2
Simulation_363	1.963	0.082	0.056	1.461	0.576	363	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7306.10446818731	4
Simulation_364	1.711	0.048	0.11	1.775	0.238	364	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6869.86237480419	4
Simulation_365	2.717	0.094	0.037	0.52	0.689	365	0.05	12000	1000	1	500	111	1	0	1	4	4	0	1	0.25904317386231	2	5081.97355348873	3
Simulation_366	2.214	0.026	0.074	2.402	0.915	366	0.05	12000	1000	1	500	111	1	0	1	109	111	2	1	0.564177362893816	22	3451.69478258347	3
Simulation_367	1.208	0.071	0.147	1.147	0.464	367	0.05	12000	1000	1	500	111	1	0	1	557	558	1	1	0.993582263710618	518	444.780404709936	1
Simulation_368	1.145	0.023	0.087	1.696	0.209	368	0.05	12000	1000	1	500	111	0	13	1	1863	1971	108	1	0.00175029171528588	2	3717.36586068496	2
Simulation_369	2.151	0.068	0.015	2.951	0.661	369	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6176.28533428443	4
Simulation_370	2.654	0.046	0.051	1.069	0.887	370	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5352.40704841275	4
Simulation_371	1.648	0.091	0.124	2.324	0.435	371	0.05	12000	1000	1	500	111	1	0	1	672	672	0	1	0.924154025670945	672	1261.5992817761	1
Simulation_372	1.9	0.034	0.033	1.382	1	372	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6072.18508566955	4
Simulation_373	2.906	0.079	0.106	2.637	0.548	373	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6948.25751897206	5
Simulation_374	2.403	0.012	0.142	0.755	0.322	374	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	8210.64980947651	4
Simulation_375	1.397	0.057	0.069	2.01	0.774	375	0.05	12000	1000	1	500	111	0	39	1	1943	1945	2	1	1	1656	1348.87877632172	1
Simulation_376	1.271	0.051	0.115	2.48	0.605	376	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5489.29423465978	3
Simulation_377	2.277	0.096	0.042	1.225	0.153	377	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5963.72302127975	4
Simulation_378	2.78	0.029	0.006	1.853	0.379	378	0.05	12000	1000	1	500	111	1	0	1	73	74	1	1	0.00116686114352392	1	4534.26747022865	3
Simulation_379	1.774	0.074	0.078	0.598	0.831	379	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7306.10446818731	4
Simulation_380	1.523	0.017	0.06	2.794	0.492	380	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6409.71588185469	4
Simulation_381	2.528	0.063	0.133	1.539	0.944	381	0.05	12000	1000	1	500	111	1	0	1	3	4	1	0	-1	-1	4872.26724547066	2
Simulation_382	2.026	0.04	0.097	2.167	0.718	382	0.05	12000	1000	1	500	111	1	0	1	877	897	20	0	-1	-1	8092.87339077891	4
Simulation_383	1.02	0.085	0.024	0.912	0.266	383	0.05	12000	1000	1	500	111	0	104	1	2494	2569	75	1	0.043757292882147	1	7730.02701536442	5
Simulation_384	1.012	0.025	0.068	2.314	0.672	384	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6386.40195950716	4
Simulation_385	2.018	0.07	0.14	1.059	0.22	385	0.05	12000	1000	1	500	111	1	0	1	753	828	75	0	-1	-1	8160.89368088749	5
Simulation_386	2.521	0.047	0.104	2.941	0.446	386	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6237.83913151589	4
Simulation_387	1.515	0.093	0.031	1.686	0.898	387	0.05	12000	1000	1	500	111	1	0	1	2	2	0	0	-1	-1	7541.58662149619	4
Simulation_388	1.766	0.036	0.122	2	0.333	388	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6981.54328223822	4
Simulation_389	2.772	0.081	0.049	0.745	0.785	389	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	7852.49702261032	4
Simulation_390	2.269	0.013	0.013	2.627	0.559	390	0.05	12000	1000	1	500	111	1	0	1	257	259	2	0	-1	-1	3541.15357138862	3
Simulation_391	1.263	0.059	0.086	1.373	0.107	391	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6766.94543297088	4
Simulation_392	1.389	0.053	0.04	0.588	0.276	392	0.05	12000	1000	1	500	111	1	0	1	13	15	2	0	-1	-1	4235.5327336243	2
Simulation_393	2.395	0.098	0.113	1.843	0.728	393	0.05	12000	1000	1	500	111	1	0	1	8	9	1	0	-1	-1	5573.84720028238	3
Simulation_394	2.898	0.03	0.149	1.216	0.954	394	0.05	12000	1000	1	500	111	1	0	1	2	2	0	0	-1	-1	3937.49729514153	2
Simulation_395	1.892	0.076	0.077	2.471	0.502	395	0.05	12000	1000	1	500	111	1	0	1	1183	1184	1	1	0.71120186697783	24	4959.91767498739	2
Simulation_396	1.64	0.019	0.095	0.902	0.841	396	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5282.74937996616	4
Simulation_397	2.646	0.064	0.022	2.157	0.389	397	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5686.71563430253	4
Simulation_398	2.143	0.042	0.058	1.529	0.164	398	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6152.09190598392	4
Simulation_399	1.138	0.087	0.131	2.784	0.615	399	0.05	12000	1000	1	500	111	0	62	1	3827	3961	134	1	0.875145857642941	122	5430.17439650655	2
Simulation_400	1.2	0.039	0.108	2.549	0.926	400	0.05	12000	1000	1	500	111	1	0	1	89	89	0	1	0.612602100350058	9	2877.88095398614	3
Simulation_401	2.206	0.084	0.036	1.294	0.474	401	0.05	12000	1000	1	500	111	1	0	1	105	105	0	0	-1	-1	3511.90713528612	2
Simulation_402	2.709	0.016	0.072	1.922	0.248	402	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1		
Simulation_403	1.703	0.061	0.145	0.667	0.7	403	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	4020.54926746682	3
Simulation_404	1.955	0.028	0.018	2.863	0.135	404	0.05	12000	1000	1	500	111	1	0	1	224	225	1	1	0.00116686114352392	7	3736.12202502515	3
Simulation_405	2.961	0.073	0.09	1.608	0.587	405	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6687.20274779738	4
Simulation_406	2.458	0.05	0.127	2.235	0.813	406	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7156.45104157227	5
Simulation_407	1.452	0.095	0.054	0.98	0.361	407	0.05	12000	1000	1	500	111	1	0	1	1256	1263	7	1	0.771878646441074	7	5719.09381543324	2
Simulation_408	1.326	0.011	0.136	1.451	0.531	408	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6493.42008411387	5
Simulation_409	2.332	0.056	0.063	2.706	0.982	409	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6940.31940406575	4
Simulation_410	2.835	0.033	0.027	0.824	0.756	410	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6255.31102455239	4
Simulation_411	1.829	0.078	0.099	2.078	0.305	411	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6076.31906313243	4
Simulation_412	1.578	0.044	0.045	1.137	0.644	412	0.05	12000	1000	1	500	111	1	0	1	63	66	3	0	-1	-1	7328.28760787153	4
Simulation_413	2.583	0.09	0.118	2.392	0.192	413	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6435.67926037934	4
Simulation_414	2.081	0.022	0.081	0.51	0.418	414	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6316.31267863619	4
Simulation_415	1.075	0.067	0.008	1.765	0.869	415	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5301.33648442836	4
Simulation_416	1.106	0.049	0.143	0.941	0.178	416	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	8527.17288482609	5
Simulation_417	2.112	0.094	0.07	2.196	0.629	417	0.05	12000	1000	1	500	111	1	0	1	262	264	2	1	0.512252042007001	4	3785.28495538238	3
Simulation_418	2.615	0.026	0.033	1.569	0.855	418	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4756.0464663043	4
Simulation_419	1.609	0.071	0.106	2.824	0.404	419	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7518.43177697761	4
Simulation_420	1.861	0.015	0.052	0.627	0.968	420	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	7396.18555115298	4
Simulation_421	2.866	0.06	0.124	1.882	0.516	421	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6453.72721609218	4
Simulation_422	2.363	0.037	0.088	1.255	0.291	422	0.05	12000	1000	1	500	111	0	11	1	1969	1976	7	1	0.671528588098016	98	4203.95719164802	4
Simulation_423	1.358	0.083	0.015	2.51	0.742	423	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5461.19174289174	4
Simulation_424	1.483	0.032	0.097	2.039	0.573	424	0.05	12000	1000	1	500	111	0	152	1	2073	2125	52	1	0.0402567094515753	38	4872.26724547066	2
Simulation_425	2.489	0.077	0.024	0.784	0.121	425	0.05	12000	1000	1	500	111	1	0	1	5	5	0	1	0.00175029171528588	1	4325.13807645779	4
Simulation_426	2.992	0.054	0.061	2.667	0.347	426	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6429.04755280681	5
Simulation_427	1.986	0.1	0.134	1.412	0.799	427	0.05	12000	1000	1	500	111	1	0	1	8	8	0	0	-1	-1	7480.34303625219	4
Simulation_428	1.735	0.043	0.006	2.353	0.46	428	0.05	12000	1000	1	500	111	1	0	1	179	179	0	1	0.640023337222871	45	3502.68028159587	3
Simulation_429	2.741	0.088	0.079	1.098	0.912	429	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6586.73631582883	4
Simulation_430	2.238	0.02	0.115	2.98	0.686	430	0.05	12000	1000	1	500	111	1	0	1	6	7	1	0	-1	-1	4611.67212784086	3
Simulation_431	1.232	0.066	0.043	1.725	0.234	431	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	8514.72128451011	5
Simulation_432	1.169	0.018	0.029	1.176	0.432	432	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5712.71654297896	4
Simulation_433	2.175	0.063	0.102	2.431	0.884	433	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5859.9990459666	4
Simulation_434	2.678	0.04	0.138	0.549	0.658	434	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	2118.56297773511	2
Simulation_435	1.672	0.086	0.065	1.804	0.206	435	0.05	12000	1000	1	500	111	1	0	1	1	2	1	0	-1	-1	5063.32173406938	2
Simulation_436	1.923	0.052	0.083	1.49	0.771	436	0.05	12000	1000	1	500	111	1	0	1	19	19	0	0	-1	-1	8201.55779675014	4
Simulation_437	2.929	0.097	0.011	2.745	0.319	437	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5621.65068362802	2
Simulation_438	2.426	0.029	0.047	0.863	0.545	438	0.05	12000	1000	1	500	111	1	0	1	23	23	0	0	-1	-1	4463.33788310155	3
Simulation_439	1.42	0.074	0.12	2.118	0.996	439	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	7214.1060991813	5
Simulation_440	1.295	0.035	0.074	2.902	0.827	440	0.05	12000	1000	1	500	111	0	56	1	2956	2986	30	1	0.684364060676779	308	5022.2791977982	3
Simulation_441	2.301	0.08	0.147	1.647	0.375	441	0.05	12000	1000	1	500	111	1	0	1	591	633	42	0	-1	-1	8881.90635912468	4
Simulation_442	2.804	0.012	0.111	2.275	0.149	442	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6284.36982832011	4
Simulation_443	1.798	0.057	0.038	1.02	0.601	443	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6825.03612122324	4
Simulation_444	1.546	0.023	0.129	2.588	0.262	444	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7836.55858592595	4
Simulation_445	2.552	0.069	0.056	1.333	0.714	445	0.05	12000	1000	1	500	111	1	0	1	13	14	1	0	-1	-1	4440.48681671658	3
Simulation_446	2.049	0.046	0.02	1.961	0.94	446	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6651.30709654461	4
Simulation_447	1.043	0.091	0.093	0.706	0.488	447	0.05	12000	1000	1	500	111	1	0	1	3	4	1	0	-1	-1	2773.03160875576	2
Simulation_448	1.028	0.037	0.021	1.667	0.622	448	0.05	12000	1000	1	500	111	0	178	1	2075	2079	4	1	0.698366394399067	577	3669.44451625277	2
Simulation_449	2.033	0.082	0.094	2.922	0.171	449	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4976.843940776	4
Simulation_450	2.536	0.014	0.13	1.039	0.396	450	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4433.70777350066	3
Simulation_451	1.53	0.059	0.057	2.294	0.848	451	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5253.79958759889	4
Simulation_452	1.782	0.025	0.112	1.353	0.509	452	0.05	12000	1000	1	500	111	1	0	1	0	3	3	0	-1	-1	7780.94737760025	4
Simulation_453	2.788	0.071	0.039	2.608	0.961	453	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6564.19949858532	4
Simulation_454	2.285	0.048	0.076	0.725	0.735	454	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5602.49852250312	4
Simulation_455	1.279	0.093	0.148	1.98	0.284	455	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6775.46759383248	4
Simulation_456	1.405	0.02	0.048	2.451	0.114	456	0.05	12000	1000	1	500	111	1	0	1	1221	1240	19	1	0.505250875145858	789	1558.43954224841	1
Simulation_457	2.411	0.065	0.121	1.196	0.566	457	0.05	12000	1000	1	500	111	1	0	1	58	60	2	1	0.166861143523921	1	8931.3230352089	4
Simulation_458	2.914	0.042	0.085	1.824	0.792	458	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6864.8958831767	4
Simulation_459	1.908	0.088	0.012	0.569	0.34	459	0.05	12000	1000	1	500	111	1	0	1	3	3	0	1	0.746207701283547	1	5059.04601447907	3
Simulation_460	1.656	0.054	0.139	2.765	0.905	460	0.05	12000	1000	1	500	111	1	0	1	106	108	2	1	0.635939323220537	1	5320.60704125542	4
Simulation_461	2.662	0.099	0.066	1.51	0.453	461	0.05	12000	1000	1	500	111	1	0	1	39	39	0	1	0.756126021003501	1	2515.75000704023	2
Simulation_462	2.159	0.031	0.03	2.137	0.227	462	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5722.65665117743	2
Simulation_463	1.153	0.076	0.103	0.882	0.679	463	0.05	12000	1000	1	500	111	1	0	1	6	6	0	0	-1	-1	7062.43219176124	4
Simulation_464	1.216	0.028	0.116	0.804	0.876	464	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	4168.51946905728	3
Simulation_465	2.222	0.073	0.044	2.059	0.425	465	0.05	12000	1000	1	500	111	1	0	1	17	17	0	1	0.691365227537923	1	3838.28401351633	2
Simulation_466	2.725	0.051	0.007	1.431	0.199	466	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7433.79495781198	4
Simulation_467	1.719	0.096	0.08	2.686	0.651	467	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6964.47926558829	4
Simulation_468	1.971	0.04	0.062	1.118	0.312	468	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5850.52155572914	4
Simulation_469	2.976	0.085	0.135	2.373	0.764	469	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6493.42008411387	4
Simulation_470	2.473	0.017	0.098	1.745	0.989	470	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4534.26747022865	3
Simulation_471	1.468	0.062	0.025	3	0.538	471	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7313.75762188606	4
Simulation_472	1.342	0.045	0.089	2.216	0.368	472	0.05	12000	1000	1	500	111	1	0	1	226	226	0	1	0.495332555425904	20	3724.98503398874	2
Simulation_473	2.348	0.09	0.016	0.961	0.82	473	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5001.03736907651	4
Simulation_474	2.851	0.023	0.053	2.843	0.594	474	0.05	12000	1000	1	500	111	1	0	1	57	59	2	0	-1	-1	4026.50122813156	3
Simulation_475	1.845	0.068	0.126	1.588	0.142	475	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5332.51968386816	4
Simulation_476	1.593	0.011	0.035	1.902	0.707	476	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4367.52925468283	3
Simulation_477	2.599	0.057	0.107	0.647	0.255	477	0.05	12000	1000	1	500	111	1	0	1	20	21	1	1	0.498833138856476	1	8964.8918102194	4
Simulation_478	2.096	0.034	0.144	2.529	0.481	478	0.05	12000	1000	1	500	111	1	0	1	348	351	3	1	0.043757292882147	86	4738.2537017771	1
Simulation_479	1.09	0.079	0.071	1.275	0.933	479	0.05	12000	1000	1	500	111	1	0	1	18	18	0	1	0.847141190198366	12	3356.88570176958	3
Simulation_480	1.059	0.013	0.078	2.725	0.213	480	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5158.60282998832	4
Simulation_481	2.065	0.058	0.005	1.471	0.665	481	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6544.98367345365	4
Simulation_482	2.568	0.035	0.041	2.098	0.891	482	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5222.69236801178	2
Simulation_483	1.562	0.081	0.114	0.843	0.439	483	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5489.468067624	4
Simulation_484	1.813	0.047	0.023	2.412	0.778	484	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6114.00972018484	4
Simulation_485	2.819	0.092	0.096	1.157	0.326	485	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5744.13771292098	4
Simulation_486	2.316	0.024	0.132	1.784	0.1	486	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5566.33120380901	4
Simulation_487	1.31	0.069	0.06	0.529	0.552	487	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	3925.97354549033	3
Simulation_488	1.436	0.041	0.123	1.314	0.721	488	0.05	12000	1000	1	500	111	1	0	1	96	100	4	1	0.566511085180863	2	3925.97354549033	3
Simulation_489	2.442	0.086	0.05	2.569	0.269	489	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5253.79958759889	4
Simulation_490	2.945	0.018	0.014	0.686	0.495	490	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7186.72633105867	4
Simulation_491	1.939	0.064	0.087	1.941	0.947	491	0.05	12000	1000	1	500	111	1	0	1	8	8	0	0	-1	-1	4704.44828943885	4
Simulation_492	1.688	0.03	0.069	1.627	0.382	492	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	3619.275574526	2
Simulation_493	2.694	0.075	0.141	2.882	0.834	493	0.05	12000	1000	1	500	111	1	0	1	21	23	2	1	0.00175029171528588	1	4619.86342926407	4
Simulation_494	2.191	0.052	0.105	1	0.608	494	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5750.37158842159	4
Simulation_495	1.185	0.098	0.032	2.255	0.156	495	0.05	12000	1000	1	500	111	0	111	1	1214	1214	0	1	0.900233372228705	1214	5151.61607717946	3
Simulation_496	1.122	0.049	0.055	1.863	0.467	496	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6633.01597496579	4
Simulation_497	2.128	0.095	0.128	0.608	0.919	497	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	2476.20689906604	2
Simulation_498	2.631	0.027	0.091	2.49	0.693	498	0.05	12000	1000	1	500	111	1	0	1	258	262	4	1	0.499416569428238	15	3841.49772102168	4
Simulation_499	1.625	0.072	0.019	1.235	0.241	499	0.05	12000	1000	1	500	111	1	0	1	980	980	0	1	0.729871645274212	93	2419.47246806205	2
Simulation_500	1.876	0.015	0.146	2.176	0.58	500	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6567.28281852087	4
