Sim_index	S	omega_T	sigma_e	disp_shape	disp_scale	seed	divergence_factor	max_species	max_coex_sp	start_species	init_ab	grid_cell_distance	finished	final_timestep	initial_nb_species	final_nb_species	sp_events	ex_events	exchanged	prop_col_area	div_col	dist_to_isthmus	start_biome
Simulation_176	1.173	0.047	0.085	0.623	0.589	176	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6589.17559784544	5
Simulation_177	2.179	0.092	0.012	1.877	0.137	177	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	7328.28760787153	4
Simulation_178	2.682	0.024	0.048	1.25	0.363	178	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6650.35014004076	4
Simulation_179	1.676	0.069	0.121	2.505	0.815	179	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5584.94781851817	4
Simulation_180	1.927	0.013	0.03	0.936	0.476	180	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5978.70616065683	4
Simulation_181	2.933	0.058	0.103	2.191	0.928	181	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4863.83812998851	4
Simulation_182	2.43	0.035	0.139	1.564	0.702	182	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5235.63533779198	4
Simulation_183	1.424	0.081	0.067	2.819	0.25	183	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5520.57528721111	4
Simulation_184	1.299	0.03	0.13	2.348	0.194	184	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5351.41327280535	4
Simulation_185	2.305	0.075	0.058	1.093	0.645	185	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	7343.76248281744	5
Simulation_186	2.807	0.052	0.021	2.975	0.871	186	0.05	12000	1000	1	500	111	1	0	1	14	14	0	0	-1	-1	3135.56022446859	3
Simulation_187	1.802	0.098	0.094	1.721	0.419	187	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6839.29330770343	4
Simulation_188	1.55	0.041	0.076	2.034	0.984	188	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5573.84720028238	3
Simulation_189	2.556	0.086	0.149	0.779	0.532	189	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	5446.50203771985	3
Simulation_190	2.053	0.018	0.112	2.662	0.306	190	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	1552.92738212813	1
Simulation_191	1.047	0.064	0.039	1.407	0.758	191	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	8967.01048308816	4
Simulation_192	1.031	0.028	0.111	1.113	0.328	192	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7926.04820555126	4
Simulation_193	2.037	0.073	0.038	2.368	0.779	193	0.05	12000	1000	1	500	111	1	0	1	6	6	0	0	-1	-1	7878.56106280671	4
Simulation_194	2.54	0.05	0.075	1.74	0.554	194	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5410.45685718178	4
Simulation_195	1.534	0.096	0.147	2.995	0.102	195	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6587.49237476384	4
Simulation_196	1.786	0.039	0.02	0.799	0.666	196	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	5168.99531863644	3
Simulation_197	2.792	0.084	0.093	2.054	0.215	197	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7397.02531526167	4
Simulation_198	2.289	0.016	0.129	1.426	0.441	198	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4252.61006046464	2
Simulation_199	1.283	0.062	0.056	2.681	0.892	199	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7001.86326496609	4
Simulation_200	1.409	0.045	0.138	1.897	0.836	200	0.05	12000	1000	1	500	111	1	0	1	57	59	2	1	0.466161026837806	3	9222.50027731847	5
Simulation_201	2.415	0.09	0.066	0.642	0.384	201	0.05	12000	1000	1	500	111	1	0	1	1	2	1	0	-1	-1	4559.84296260248	2
Simulation_202	2.917	0.022	0.029	2.525	0.158	202	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7313.51779685732	5
Simulation_203	1.912	0.067	0.102	1.27	0.61	203	0.05	12000	1000	1	500	111	1	0	1	155	159	4	1	0.793465577596266	2	4403.26476723259	2
Simulation_204	1.66	0.011	0.047	2.211	0.271	204	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4403.26476723259	4
Simulation_205	2.666	0.056	0.12	0.956	0.723	205	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7120.73671493941	4
Simulation_206	2.163	0.033	0.084	2.838	0.949	206	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5250.75014688454	4
Simulation_207	1.157	0.079	0.011	1.583	0.497	207	0.05	12000	1000	1	500	111	0	55	1	2261	2294	33	1	0.00758459743290548	1	7785.21491489508	4
Simulation_208	1.22	0.036	0.061	1.348	0.13	208	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5924.50594874793	4
Simulation_209	2.226	0.081	0.134	2.603	0.582	209	0.05	12000	1000	1	500	111	1	0	1	156	156	0	1	0.8512252042007	27	2988.46473249144	3
Simulation_210	2.729	0.014	0.097	0.721	0.808	210	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6728.89343073279	4
Simulation_211	1.723	0.059	0.025	1.975	0.356	211	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4708.1979613225	4
Simulation_212	1.974	0.025	0.116	1.662	0.921	212	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	8939.17885667067	4
Simulation_213	2.98	0.07	0.043	2.917	0.469	213	0.05	12000	1000	1	500	111	1	0	1	20	20	0	1	0.701283547257876	19	3546.50386339736	3
Simulation_214	2.477	0.047	0.006	1.034	0.243	214	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6995.26385462569	4
Simulation_215	1.472	0.093	0.079	2.289	0.695	215	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6653.27556456122	4
Simulation_216	1.346	0.019	0.034	2.76	0.638	216	0.05	12000	1000	1	500	111	0	2	1	3941	4281	340	0	-1	-1	7780.94737760025	4
Simulation_217	2.352	0.064	0.106	1.505	0.186	217	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6981.54328223822	5
Simulation_218	2.855	0.042	0.143	2.132	0.412	218	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7097.41518307773	4
Simulation_219	1.849	0.087	0.07	0.877	0.864	219	0.05	12000	1000	1	500	111	1	0	1	3	3	0	0	-1	-1	7060.89199313487	4
Simulation_220	1.597	0.053	0.088	2.446	0.525	220	0.05	12000	1000	1	500	111	0	59	1	2446	2452	6	1	0.537922987164527	3	3112.58584013083	2
Simulation_221	2.603	0.098	0.016	1.191	0.977	221	0.05	12000	1000	1	500	111	1	0	1	4	4	0	0	-1	-1	7665.80614018898	5
Simulation_222	2.1	0.031	0.052	1.819	0.751	222	0.05	12000	1000	1	500	111	1	0	1	157	158	1	0	-1	-1	3062.8825878134	2
Simulation_223	1.094	0.076	0.125	0.564	0.299	223	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7346.4638915888	4
Simulation_224	1.063	0.052	0.027	2.172	0.963	224	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7193.20751565854	5
Simulation_225	2.069	0.097	0.1	0.917	0.511	225	0.05	12000	1000	1	500	111	1	0	1	21	21	0	0	-1	-1	3502.68028159587	3
Simulation_226	2.572	0.029	0.136	2.799	0.285	226	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5049.03547473719	4
Simulation_227	1.566	0.074	0.063	1.544	0.737	227	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6567.28281852087	4
Simulation_228	1.817	0.018	0.081	1.858	0.172	228	0.05	12000	1000	1	500	111	1	0	1	23	26	3	0	-1	-1	3827.91630505065	3
Simulation_229	2.823	0.063	0.009	0.603	0.624	229	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6972.71516051102	4
Simulation_230	2.32	0.04	0.045	2.485	0.85	230	0.05	12000	1000	1	500	111	1	0	1	11	11	0	0	-1	-1	8787.71234525781	4
Simulation_231	1.314	0.086	0.118	1.23	0.398	231	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5399.99568469275	4
Simulation_232	1.44	0.023	0.072	0.76	0.455	232	0.05	12000	1000	1	500	111	1	0	1	338	350	12	1	0.547841306884481	8	4210.1674290946	3
Simulation_233	2.446	0.069	0.145	2.015	0.906	233	0.05	12000	1000	1	500	111	1	0	1	8	8	0	0	-1	-1	8638.3866040427	4
Simulation_234	2.949	0.046	0.109	1.387	0.681	234	0.05	12000	1000	1	500	111	1	0	1	1	1	0	1	0.536756126021004	1	599.714889737456	1
Simulation_235	1.943	0.091	0.036	2.642	0.229	235	0.05	12000	1000	1	500	111	1	0	1	397	397	0	1	0.88973162193699	397	3575.08075462478	3
Simulation_236	1.692	0.035	0.127	1.074	0.568	236	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4808.3865548768	4
Simulation_237	2.697	0.08	0.054	2.328	0.116	237	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	2683.12229750809	3
Simulation_238	2.194	0.012	0.018	1.701	0.342	238	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5185.59243147622	4
Simulation_239	1.189	0.057	0.091	2.956	0.794	239	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5489.468067624	4
Simulation_240	1.126	0.015	0.15	2.407	0.765	240	0.05	12000	1000	1	500	111	0	63	1	1417	1510	93	1	0.0239206534422404	144	1457.28781955667	1
Simulation_241	2.132	0.06	0.077	1.152	0.314	241	0.05	12000	1000	1	500	111	1	0	1	209	215	6	1	0.675029171528588	12	5175.95900289841	2
Simulation_242	2.635	0.038	0.041	1.779	0.539	242	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7850.84138546989	5
Simulation_243	1.629	0.083	0.113	0.525	0.991	243	0.05	12000	1000	1	500	111	1	0	1	3	3	0	1	0.205950991831972	3	2222.71617445298	1
Simulation_244	1.88	0.049	0.059	2.721	0.426	244	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	5348.05344147446	3
Simulation_245	2.886	0.094	0.132	1.466	0.878	245	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6423.64011025877	4
Simulation_246	2.383	0.026	0.095	2.093	0.652	246	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5678.7647008372	4
Simulation_247	1.377	0.072	0.022	0.838	0.201	247	0.05	12000	1000	1	500	111	0	43	1	2227	2265	38	1	0.28879813302217	1	7983.6670484006	4
Simulation_248	1.251	0.043	0.104	1.623	0.257	248	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7660.96475862483	4
Simulation_249	2.257	0.089	0.031	2.877	0.709	249	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6271.08028541529	4
Simulation_250	2.76	0.021	0.068	0.995	0.935	250	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5243.61964038822	4
Simulation_251	1.754	0.066	0.141	2.25	0.483	251	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6084.31120074718	4
Simulation_252	1.503	0.032	0.013	1.309	0.822	252	0.05	12000	1000	1	500	111	1	0	1	160	161	1	1	0.623687281213536	26	4627.05860059961	3
Simulation_253	2.509	0.077	0.086	2.564	0.37	253	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	7490.87599822892	4
Simulation_254	2.006	0.055	0.122	0.681	0.144	254	0.05	12000	1000	1	500	111	1	0	1	126	128	2	1	0.603850641773629	7	4028.18907577826	3
Simulation_255	1	0.1	0.05	1.936	0.596	255	0.05	12000	1000	1	500	111	0	75	1	3370	3427	57	1	1	477	3113.8588736223	3
Simulation_256	1.004	0.055	0.1	1.206	0.852	256	0.05	12000	1000	1	500	111	1	0	1	4	4	0	0	-1	-1	9094.66666903337	4
Simulation_257	2.01	0.1	0.027	2.461	0.4	257	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4704.44828943885	4
Simulation_258	2.513	0.032	0.064	0.578	0.174	258	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7211.08239574778	4
Simulation_259	1.507	0.077	0.136	1.833	0.626	259	0.05	12000	1000	1	500	111	1	0	1	1330	1369	39	1	0.91365227537923	24	7397.02531526167	5
Simulation_260	1.758	0.021	0.009	1.52	0.287	260	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7778.83005815887	4
Simulation_261	2.764	0.066	0.082	2.775	0.739	261	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5848.5093186785	4
Simulation_262	2.261	0.043	0.118	0.892	0.965	262	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5459.0951510171	2
Simulation_263	1.255	0.089	0.045	2.147	0.513	263	0.05	12000	1000	1	500	111	0	155	1	1296	1296	0	1	0.996499416569428	1296	2281.75725906841	3
Simulation_264	1.381	0.026	0.145	2.931	0.344	264	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5467.90821334616	4
Simulation_265	2.387	0.072	0.073	1.676	0.795	265	0.05	12000	1000	1	500	111	1	0	1	2	2	0	0	-1	-1	8796.93187612236	4
Simulation_266	2.89	0.049	0.036	2.304	0.569	266	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6522.16553511306	4
Simulation_267	1.884	0.094	0.109	1.049	0.118	267	0.05	12000	1000	1	500	111	1	0	1	230	230	0	1	0.894399066511085	230	4838.82000545187	3
Simulation_268	1.633	0.038	0.054	2.618	0.682	268	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6318.31454222615	4
Simulation_269	2.639	0.083	0.127	1.363	0.231	269	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5985.53455018493	4
Simulation_270	2.136	0.015	0.091	1.99	0.456	270	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7682.52757283333	5
Simulation_271	1.13	0.06	0.018	0.735	0.908	271	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6965.25541947854	4
Simulation_272	1.193	0.012	0.077	0.814	0.654	272	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4637.2799523033	4
Simulation_273	2.198	0.058	0.15	2.069	0.202	273	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6737.24716030422	4
Simulation_274	2.701	0.035	0.114	1.441	0.428	274	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5987.39539363688	4
Simulation_275	1.695	0.08	0.041	2.696	0.88	275	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7444.12044972337	5
Simulation_276	1.947	0.046	0.132	0.5	0.541	276	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5087.23802365132	4
Simulation_277	2.953	0.092	0.059	1.755	0.993	277	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6546.76317932849	4
Simulation_278	2.45	0.024	0.023	1.127	0.767	278	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5890.0560568283	4
Simulation_279	1.444	0.069	0.095	2.382	0.315	279	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7759.18292567807	4
Simulation_280	1.318	0.041	0.032	1.912	0.146	280	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6972.71516051102	5
Simulation_281	2.324	0.086	0.105	0.657	0.598	281	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	4221.30387551302	2
Simulation_282	2.827	0.018	0.141	2.539	0.824	282	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4704.44828943885	4
Simulation_283	1.821	0.063	0.068	1.284	0.372	283	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4645.64126494622	4
Simulation_284	1.57	0.029	0.086	2.225	0.936	284	0.05	12000	1000	1	500	111	1	0	1	1020	1025	5	1	0.628938156359393	221	4252.92550969244	3
Simulation_285	2.576	0.075	0.014	0.971	0.485	285	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4912.06253787755	4
Simulation_286	2.073	0.052	0.05	2.853	0.259	286	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	5263.50047585186	3
Simulation_287	1.067	0.097	0.123	1.598	0.711	287	0.05	12000	1000	1	500	111	1	0	1	229	229	0	0	-1	-1	4388.60230801034	3
Simulation_288	1.098	0.031	0.039	2.657	0.442	288	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5608.7025932843	4
Simulation_289	2.104	0.076	0.111	1.402	0.894	289	0.05	12000	1000	1	500	111	1	0	1	2	2	0	0	-1	-1	4026.50122813156	3
Simulation_290	2.607	0.053	0.148	2.029	0.668	290	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6804.93790822473	4
Simulation_291	1.601	0.099	0.075	0.775	0.216	291	0.05	12000	1000	1	500	111	1	0	1	252	254	2	1	0.0029171528588098	1	3686.11388509644	2
Simulation_292	1.853	0.042	0.093	2.971	0.555	292	0.05	12000	1000	1	500	111	1	0	1	0	2	2	0	-1	-1	6918.79965236498	5
Simulation_293	2.859	0.087	0.02	1.716	0.104	293	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	8046.7620183258	4
Simulation_294	2.356	0.019	0.057	2.343	0.329	294	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5199.46963692579	4
Simulation_295	1.35	0.065	0.13	1.088	0.781	295	0.05	12000	1000	1	500	111	1	0	1	43	46	3	1	0.906651108518086	28	1483.12134366345	1
Simulation_296	1.475	0.048	0.066	1.559	0.951	296	0.05	12000	1000	1	500	111	1	0	1	4	4	0	0	-1	-1	4287.99893289597	4
Simulation_297	2.481	0.093	0.139	2.814	0.499	297	0.05	12000	1000	1	500	111	1	0	1	67	67	0	1	0.862310385064177	67	488.835641350525	1
Simulation_298	2.984	0.025	0.102	0.931	0.273	298	0.05	12000	1000	1	500	111	1	0	1	20	20	0	0	-1	-1	4972.84699010762	3
Simulation_299	1.978	0.07	0.029	2.186	0.725	299	0.05	12000	1000	1	500	111	1	0	1	258	259	1	0	-1	-1	3063.33769289286	2
Simulation_300	1.727	0.014	0.12	1.245	0.16	300	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5618.18897241757	2
Simulation_301	2.733	0.059	0.048	2.5	0.612	301	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6745.09467722558	4
Simulation_302	2.23	0.036	0.011	0.618	0.838	302	0.05	12000	1000	1	500	111	1	0	1	2	2	0	1	0.490665110851809	1	377.933990179994	1
Simulation_303	1.224	0.082	0.084	1.873	0.386	303	0.05	12000	1000	1	500	111	0	111	1	2597	2602	5	1	0.0845974329054842	2	3644.93764899566	3
Simulation_304	1.161	0.034	0.134	2.265	0.245	304	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4921.60635590046	4
Simulation_305	2.167	0.079	0.061	1.01	0.696	305	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	4760.3598713639	4
Simulation_306	2.67	0.011	0.025	2.892	0.922	306	0.05	12000	1000	1	500	111	1	0	1	1	2	1	0	-1	-1	3366.9643637459	2
Simulation_307	1.664	0.056	0.098	1.637	0.471	307	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5987.39539363688	4
Simulation_308	1.916	0.022	0.043	1.951	0.809	308	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	8087.45064335507	4
Simulation_309	2.921	0.067	0.116	0.696	0.358	309	0.05	12000	1000	1	500	111	1	0	1	4	4	0	0	-1	-1	8787.53793111547	4
Simulation_310	2.418	0.045	0.079	2.578	0.132	310	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7942.79761675975	5
Simulation_311	1.413	0.09	0.007	1.324	0.584	311	0.05	12000	1000	1	500	111	1	0	1	772	774	2	1	0.985414235705951	508	3830.93110583904	3
Simulation_312	1.287	0.017	0.107	0.539	0.753	312	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6791.38980918824	4
Simulation_313	2.293	0.062	0.034	1.794	0.301	313	0.05	12000	1000	1	500	111	1	0	1	18	18	0	0	-1	-1	4233.58550733554	2
Simulation_314	2.796	0.039	0.07	1.167	0.527	314	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6412.10645682536	4
Simulation_315	1.79	0.084	0.143	2.422	0.979	315	0.05	12000	1000	1	500	111	1	0	1	7	8	1	0	-1	-1	3619.10751866671	3
Simulation_316	1.538	0.05	0.016	0.853	0.414	316	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5752.74212888812	4
Simulation_317	2.544	0.096	0.089	2.108	0.866	317	0.05	12000	1000	1	500	111	1	0	1	6	6	0	0	-1	-1	5517.15937271966	3
Simulation_318	2.041	0.028	0.125	1.48	0.64	318	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5842.49212074588	4
Simulation_319	1.035	0.073	0.052	2.735	0.188	319	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5686.93870729681	4
Simulation_320	1.051	0.019	0.126	1.814	0.901	320	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5685.36509980047	3
Simulation_321	2.057	0.064	0.053	0.559	0.449	321	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	4998.78882387969	2
Simulation_322	2.56	0.041	0.017	2.441	0.224	322	0.05	12000	1000	1	500	111	1	0	1	115	115	0	1	0.647607934655776	26	4034.54069667591	2
Simulation_323	1.554	0.087	0.09	1.186	0.675	323	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5450.76145623765	4
Simulation_324	1.806	0.053	0.072	2.127	0.111	324	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7912.48824604287	4
Simulation_325	2.811	0.098	0.144	0.873	0.562	325	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6961.86292947744	4
Simulation_326	2.308	0.03	0.108	2.755	0.788	326	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4590.68215608864	4
Simulation_327	1.303	0.075	0.035	1.5	0.336	327	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6252.0448644301	4
Simulation_328	1.428	0.036	0.081	1.029	0.506	328	0.05	12000	1000	1	500	111	0	28	1	2691	2727	36	1	0.698366394399067	46	4074.00270342228	2
Simulation_329	2.434	0.081	0.008	2.284	0.958	329	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7644.36124327239	5
Simulation_330	2.937	0.013	0.044	1.657	0.732	330	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	8890.11160652965	4
Simulation_331	1.931	0.058	0.117	2.912	0.28	331	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6021.4349409846	4
Simulation_332	1.68	0.024	0.026	0.716	0.619	332	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5331.51212154335	4
Simulation_333	2.686	0.07	0.099	1.971	0.167	333	0.05	12000	1000	1	500	111	1	0	1	2	2	0	1	0.659859976662777	1	3680.83803979533	3
Simulation_334	2.183	0.047	0.135	1.343	0.393	334	0.05	12000	1000	1	500	111	1	0	1	272	274	2	1	0.620186697782964	13	3925.97354549033	3
Simulation_335	1.177	0.092	0.062	2.598	0.845	335	0.05	12000	1000	1	500	111	1	0	1	388	390	2	0	-1	-1	7793.11010891422	4
Simulation_336	1.24	0.044	0.012	2.833	0.704	336	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4606.03076159417	4
Simulation_337	2.246	0.089	0.085	1.578	0.252	337	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5162.69113571736	4
Simulation_338	2.749	0.021	0.122	2.206	0.478	338	0.05	12000	1000	1	500	111	1	0	1	4	4	0	0	-1	-1	4559.14651152028	3
Simulation_339	1.743	0.067	0.049	0.951	0.929	339	0.05	12000	1000	1	500	111	1	0	1	2	2	0	0	-1	-1	4519.40307217328	2
Simulation_340	1.994	0.01	0.103	2.52	0.365	340	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6031.00612825631	4
Simulation_341	3	0.055	0.031	1.265	0.816	341	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5577.45558092909	4
Simulation_342	2.497	0.033	0.067	1.892	0.591	342	0.05	12000	1000	1	500	111	1	0	1	424	437	13	0	-1	-1	7819.40336501004	5
Simulation_343	1.491	0.078	0.14	0.637	0.139	343	0.05	12000	1000	1	500	111	1	0	1	765	813	48	1	0.790548424737456	19	5631.23610009117	3
Simulation_344	1.365	0.027	0.058	1.422	0.308	344	0.05	12000	1000	1	500	111	0	78	1	2732	2790	58	1	0.0361726954492415	18	3861.84348828681	2
Simulation_345	2.371	0.072	0.131	2.676	0.76	345	0.05	12000	1000	1	500	111	1	0	1	94	99	5	1	0.696616102683781	3	2695.53407604859	2
Simulation_346	2.874	0.05	0.094	0.794	0.986	346	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	4479.46718622752	2
Simulation_347	1.868	0.095	0.021	2.049	0.534	347	0.05	12000	1000	1	500	111	1	0	1	185	186	1	0	-1	-1	5263.50047585186	3
Simulation_348	1.617	0.038	0.149	1.735	0.873	348	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5462.65166740175	4
Simulation_349	2.623	0.084	0.076	2.99	0.421	349	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	3546.50386339736	3
Simulation_350	2.12	0.016	0.04	1.108	0.195	350	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5532.77528423971	4
Simulation_351	1.114	0.061	0.112	2.363	0.647	351	0.05	12000	1000	1	500	111	0	111	1	2546	2692	146	1	0.121353558926488	9	7759.18292567807	4
Simulation_352	1.083	0.043	0.047	0.676	0.407	352	0.05	12000	1000	1	500	111	1	0	1	34	38	4	1	0.723453908984831	6	2316.74178092533	1
Simulation_353	2.088	0.088	0.119	1.931	0.859	353	0.05	12000	1000	1	500	111	1	0	1	14	14	0	0	-1	-1	4699.54385083562	4
Simulation_354	2.591	0.02	0.083	1.304	0.633	354	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5985.53455018493	4
Simulation_355	1.585	0.065	0.01	2.559	0.181	355	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	6934.27766658692	4
Simulation_356	1.837	0.031	0.137	0.99	0.746	356	0.05	12000	1000	1	500	111	1	0	1	3	3	0	1	0.522753792298716	1	1710.09268335083	1
